,Date,Adj Close,Next 1M Index Return (%),Next 6M Index Return (%),Next 12M Index Return (%)
0,2000-01,1394.4599609375,-2.0108083256356934,2.608177799005129,-2.0402128400121344
1,2000-02,1366.4200439453125,9.671982835364812,11.069803201136219,-9.25631200299668
2,2000-03,1498.5799560546875,-3.0795755780191336,-4.14191755590233,-22.571368223188504
3,2000-04,1452.4300537109375,-2.1915050603417807,-1.5856205424855774,-13.974517551110422
4,2000-05,1420.5999755859375,2.3933549615877237,-7.437000297742957,-11.599326490830764
5,2000-06,1454.5999755859375,-1.6341275904170893,-9.23415018173338,-15.827029737876108
6,2000-07,1430.8299560546875,6.069910494167097,-4.530234079512452,-15.347733995691115
7,2000-08,1517.6800537109375,-5.3482974719764265,-18.30030721070456,-25.308370938727975
8,2000-09,1436.510009765625,-0.49494854217706497,-19.225766046419533,-27.53688214284804
9,2000-10,1429.4000244140625,-8.006861010730892,-12.58850289654383,-25.858401343507854
10,2000-11,1314.949951171875,0.40534456237286687,-4.496749464123417,-13.346515572215923
11,2000-12,1320.280029296875,3.4636576676164488,-7.263612437214151,-13.042693172742602
12,2001-01,1366.010009765625,-9.229073539585963,-11.330812233464638,-17.262688919403267
13,2001-02,1239.93994140625,-6.420471080339151,-8.577833635307908,-10.74325912805284
14,2001-03,1160.3299560546875,7.681436165439459,-10.289315898934747,-1.1151949786979531
15,2001-04,1249.4599609375,0.5090187401275648,-15.180953177427437,-13.809159347749455
16,2001-05,1255.8199462890625,-2.503538942756467,-9.26645539124139,-15.024441377776544
17,2001-06,1224.3800048828125,-1.0740149595403703,-6.231729407850617,-19.157450842317857
18,2001-07,1211.22998046875,-6.410840688075748,-6.689896271021634,-24.736011342421726
19,2001-08,1133.5799560546875,-8.172340570563886,-2.368600065882087,-19.18787885836395
20,2001-09,1040.93994140625,1.8099111333141016,10.22634150231372,-21.6784756865532
21,2001-10,1059.780029296875,7.51759041240454,1.617318139105639,-16.420390526391206
22,2001-11,1139.449951171875,0.7573834088927756,-6.346038845240187,-17.82789611815425
23,2001-12,1148.0799560546875,-1.5573832456979853,-13.784749737668111,-23.365963957103563
24,2002-01,1130.199951171875,-2.0766211039727644,-19.33993678092515,-24.28773233269227
25,2002-02,1106.72998046875,3.6738892862074657,-17.227325229210667,-23.996815911881452
26,2002-03,1147.3900146484375,-6.141762591921907,-28.944820951167305,-26.077446914538015
27,2002-04,1076.9200439453125,-0.9081481352177012,-17.750624594131416,-14.857190367540529
28,2002-05,1067.1400146484375,-7.24553538081798,-12.259873614892502,-9.703505291860193
29,2002-06,989.8200073242188,-7.900427514940766,-11.113131598275439,-1.547756886187146
30,2002-07,911.6199951171875,0.4881433306494376,-6.134132995071906,8.631886406933265
31,2002-08,916.0700073242188,-11.002431825242788,-8.178412382367227,10.036351120146048
32,2002-09,815.280029296875,8.644880033371404,4.035418775960986,22.162929903003146
33,2002-10,885.760009765625,5.706962070498589,3.5178798772792064,18.62242022142333
34,2002-11,936.3099975585938,-6.033257188502883,2.913568088347551,13.018119418900408
35,2002-12,879.8200073242188,-2.741469268304464,10.761291160419262,26.38039993281984
36,2003-01,855.7000122070312,-1.700360825687175,15.730978547537333,32.18768128393372
37,2003-02,841.1500244140625,0.8357567684332823,19.837125424539526,36.11602070674667
38,2003-03,848.1799926757812,8.10441071800323,17.42436502906721,32.77959521122498
39,2003-04,916.9199829101562,5.0898709609522585,14.59123811466252,20.762996713599048
40,2003-05,963.5900268554688,1.1322214676852127,9.818483139053601,16.302579154758213
41,2003-06,974.5,1.6223701958536507,14.101595068785278,17.069262782997697
42,2003-07,990.3099975585938,1.7873203593487874,14.21979053744602,11.250009938220318
43,2003-08,1008.010009765625,-1.1944364585525724,13.584183719808784,9.546530246373708
44,2003-09,995.969970703125,5.496148663571665,13.076698501504968,11.908992122305385
45,2003-10,1050.7099609375,0.7128504071372888,5.385890492570589,7.565359917540881
46,2003-11,1058.199951171875,5.076554077889206,5.904375866760403,10.926100968833662
47,2003-12,1111.9200439453125,1.7276386950755285,2.6008994111111017,8.993452410946755
48,2004-01,1131.1300048828125,1.220897373761054,-2.600057822949753,4.432736682078575
49,2004-02,1144.93994140625,-1.635891961786684,-3.5547673463016793,5.123415828051159
50,2004-03,1126.2099609375,-1.6790751960348183,-1.0326675563348098,4.828584968076877
51,2004-04,1107.300048828125,1.208345009735412,2.068084650405755,4.474841919338135
52,2004-05,1120.6800537109375,1.7988998771432563,4.74175411636546,6.319372425212211
53,2004-06,1140.8399658203125,-3.4290519520026264,6.2305038615902975,4.425685612974695
54,2004-07,1101.719970703125,0.22873503233691306,7.220532525824663,12.02302640690771
55,2004-08,1104.239990234375,0.9363875526838816,8.998042656512851,10.513110089019007
56,2004-09,1114.5799560546875,1.4014243690939843,5.922411344923395,10.248713151401567
