permno,adate,qdate,public_date,pe_exi,TICKER
54148,2017-12-31,2017-12-31,2018-03-31,20.479,PHM
54148,2017-12-31,2017-12-31,2018-04-30,21.083,PHM
54148,2017-12-31,2018-03-31,2018-05-31,17.286,PHM
54148,2017-12-31,2018-03-31,2018-06-30,16.429,PHM
54148,2017-12-31,2018-03-31,2018-07-31,16.280,PHM
54148,2017-12-31,2018-06-30,2018-08-31,10.961,PHM
54148,2017-12-31,2018-06-30,2018-09-30,9.714,PHM
54148,2017-12-31,2018-06-30,2018-10-31,9.635,PHM
54148,2017-12-31,2018-09-30,2018-11-30,8.929,PHM
54148,2017-12-31,2018-09-30,2018-12-31,8.751,PHM
54148,2017-12-31,2018-09-30,2019-01-31,9.364,PHM
54148,2018-12-31,2018-12-31,2019-02-28,7.606,PHM
54148,2018-12-31,2018-12-31,2019-03-31,7.876,PHM
54148,2018-12-31,2018-12-31,2019-04-30,8.862,PHM
54148,2018-12-31,2019-03-31,2019-05-31,8.708,PHM
54148,2018-12-31,2019-03-31,2019-06-30,8.882,PHM
54148,2018-12-31,2019-03-31,2019-07-31,8.851,PHM
54148,2018-12-31,2019-06-30,2019-08-31,10.242,PHM
54148,2018-12-31,2019-06-30,2019-09-30,11.076,PHM
54148,2018-12-31,2019-06-30,2019-10-31,11.891,PHM
54148,2018-12-31,2019-09-30,2019-11-30,12.088,PHM
54148,2018-12-31,2019-09-30,2019-12-31,11.829,PHM
54148,2018-12-31,2019-09-30,2020-01-31,13.613,PHM
54148,2019-12-31,2019-12-31,2020-02-29,10.984,PHM
54148,2019-12-31,2019-12-31,2020-03-31,6.098,PHM
54148,2019-12-31,2019-12-31,2020-04-30,7.724,PHM
54148,2019-12-31,2020-03-31,2020-05-31,8.916,PHM
54148,2019-12-31,2020-03-31,2020-06-30,8.932,PHM
54148,2019-12-31,2020-03-31,2020-07-31,11.444,PHM
54148,2019-12-31,2020-06-30,2020-08-31,10.517,PHM
54148,2019-12-31,2020-06-30,2020-09-30,10.917,PHM
54148,2019-12-31,2020-06-30,2020-10-31,9.613,PHM
54148,2019-12-31,2020-09-30,2020-11-30,9.128,PHM
54148,2019-12-31,2020-09-30,2020-12-31,9.021,PHM
54148,2019-12-31,2020-09-30,2021-01-31,9.100,PHM
54148,2020-12-31,2020-12-31,2021-02-28,8.708,PHM
54148,2020-12-31,2020-12-31,2021-03-31,10.124,PHM
54148,2020-12-31,2020-12-31,2021-04-30,11.413,PHM
54148,2020-12-31,2021-03-31,2021-05-31,10.357,PHM
54148,2020-12-31,2021-03-31,2021-06-30,9.780,PHM
54148,2020-12-31,2021-03-31,2021-07-31,9.833,PHM
54148,2020-12-31,2021-06-30,2021-08-31,8.701,PHM
54148,2020-12-31,2021-06-30,2021-09-30,7.418,PHM
54148,2020-12-31,2021-06-30,2021-10-31,7.767,PHM
54148,2020-12-31,2021-09-30,2021-11-30,7.733,PHM
54148,2020-12-31,2021-09-30,2021-12-31,8.835,PHM
54148,2020-12-31,2021-09-30,2022-01-31,8.144,PHM
54148,2021-12-31,2021-12-31,2022-02-28,6.684,PHM
54148,2021-12-31,2021-12-31,2022-03-31,5.639,PHM
54148,2021-12-31,2021-12-31,2022-04-30,5.620,PHM
54148,2021-12-31,2022-03-31,2022-05-31,5.547,PHM
54148,2021-12-31,2022-03-31,2022-06-30,4.857,PHM
54148,2021-12-31,2022-03-31,2022-07-31,5.346,PHM
54148,2021-12-31,2022-06-30,2022-08-31,4.533,PHM
54148,2021-12-31,2022-06-30,2022-09-30,4.181,PHM
54148,2021-12-31,2022-06-30,2022-10-31,4.458,PHM
54148,2021-12-31,2022-09-30,2022-11-30,4.555,PHM
54148,2021-12-31,2022-09-30,2022-12-31,4.632,PHM
55976,2009-01-31,2009-10-31,2010-01-31,15.577,WMT
55976,2009-01-31,2009-10-31,2010-02-28,15.764,WMT
55976,2010-01-31,2010-01-31,2010-03-31,14.946,WMT
55976,2010-01-31,2010-01-31,2010-04-30,14.419,WMT
55976,2010-01-31,2010-01-31,2010-05-31,13.591,WMT
55976,2010-01-31,2010-04-30,2010-06-30,12.518,WMT
55976,2010-01-31,2010-04-30,2010-07-31,13.331,WMT
55976,2010-01-31,2010-04-30,2010-08-31,13.057,WMT
55976,2010-01-31,2010-07-31,2010-09-30,13.653,WMT
55976,2010-01-31,2010-07-31,2010-10-31,13.819,WMT
55976,2010-01-31,2010-07-31,2010-11-30,13.798,WMT
55976,2010-01-31,2010-10-31,2010-12-31,13.316,WMT
55976,2010-01-31,2010-10-31,2011-01-31,13.844,WMT
55976,2010-01-31,2010-10-31,2011-02-28,12.835,WMT
55976,2011-01-31,2011-01-31,2011-03-31,12.452,WMT
55976,2011-01-31,2011-01-31,2011-04-30,13.153,WMT
55976,2011-01-31,2011-01-31,2011-05-31,13.211,WMT
55976,2011-01-31,2011-04-30,2011-06-30,12.329,WMT
55976,2011-01-31,2011-04-30,2011-07-31,12.230,WMT
55976,2011-01-31,2011-04-30,2011-08-31,12.341,WMT
55976,2011-01-31,2011-07-31,2011-09-30,11.742,WMT
55976,2011-01-31,2011-07-31,2011-10-31,12.833,WMT
55976,2011-01-31,2011-07-31,2011-11-30,13.326,WMT
55976,2011-01-31,2011-10-31,2011-12-31,13.459,WMT
55976,2011-01-31,2011-10-31,2012-01-31,13.820,WMT
55976,2011-01-31,2011-10-31,2012-02-29,13.306,WMT
55976,2012-01-31,2012-01-31,2012-03-31,13.480,WMT
55976,2012-01-31,2012-01-31,2012-04-30,12.976,WMT
55976,2012-01-31,2012-01-31,2012-05-31,14.498,WMT
55976,2012-01-31,2012-04-30,2012-06-30,14.961,WMT
55976,2012-01-31,2012-04-30,2012-07-31,15.972,WMT
55976,2012-01-31,2012-04-30,2012-08-31,15.579,WMT
55976,2012-01-31,2012-07-31,2012-09-30,15.537,WMT
55976,2012-01-31,2012-07-31,2012-10-31,15.794,WMT
55976,2012-01-31,2012-07-31,2012-11-30,15.162,WMT
55976,2012-01-31,2012-10-31,2012-12-31,14.068,WMT
55976,2012-01-31,2012-10-31,2013-01-31,14.423,WMT
55976,2012-01-31,2012-10-31,2013-02-28,14.594,WMT
55976,2013-01-31,2013-01-31,2013-03-31,14.906,WMT
55976,2013-01-31,2013-01-31,2013-04-30,15.482,WMT
55976,2013-01-31,2013-01-31,2013-05-31,14.908,WMT
55976,2013-01-31,2013-04-30,2013-06-30,14.721,WMT
55976,2013-01-31,2013-04-30,2013-07-31,15.403,WMT
55976,2013-01-31,2013-04-30,2013-08-31,14.423,WMT
55976,2013-01-31,2013-07-31,2013-09-30,14.445,WMT
55976,2013-01-31,2013-07-31,2013-10-31,14.990,WMT
55976,2013-01-31,2013-07-31,2013-11-30,15.822,WMT
55976,2013-01-31,2013-10-31,2013-12-31,15.191,WMT
55976,2013-01-31,2013-10-31,2014-01-31,14.417,WMT
55976,2013-01-31,2013-10-31,2014-02-28,14.421,WMT
55976,2014-01-31,2014-01-31,2014-03-31,15.759,WMT
55976,2014-01-31,2014-01-31,2014-04-30,16.435,WMT
55976,2014-01-31,2014-01-31,2014-05-31,15.829,WMT
55976,2014-01-31,2014-04-30,2014-06-30,15.575,WMT
55976,2014-01-31,2014-04-30,2014-07-31,15.266,WMT
55976,2014-01-31,2014-04-30,2014-08-31,15.664,WMT
55976,2014-01-31,2014-07-31,2014-09-30,15.965,WMT
55976,2014-01-31,2014-07-31,2014-10-31,15.923,WMT
55976,2014-01-31,2014-07-31,2014-11-30,18.276,WMT
55976,2014-01-31,2014-10-31,2014-12-31,17.892,WMT
55976,2014-01-31,2014-10-31,2015-01-31,17.704,WMT
55976,2014-01-31,2014-10-31,2015-02-28,17.485,WMT
55976,2015-01-31,2015-01-31,2015-03-31,16.483,WMT
55976,2015-01-31,2015-01-31,2015-04-30,15.641,WMT
55976,2015-01-31,2015-01-31,2015-05-31,14.884,WMT
55976,2015-01-31,2015-04-30,2015-06-30,14.417,WMT
55976,2015-01-31,2015-04-30,2015-07-31,14.630,WMT
55976,2015-01-31,2015-04-30,2015-08-31,13.157,WMT
55976,2015-01-31,2015-07-31,2015-09-30,13.537,WMT
55976,2015-01-31,2015-07-31,2015-10-31,11.950,WMT
55976,2015-01-31,2015-07-31,2015-11-30,12.284,WMT
55976,2015-01-31,2015-10-31,2015-12-31,13.155,WMT
55976,2015-01-31,2015-10-31,2016-01-31,14.240,WMT
55976,2015-01-31,2015-10-31,2016-02-29,14.236,WMT
55976,2016-01-31,2016-01-31,2016-03-31,14.987,WMT
55976,2016-01-31,2016-01-31,2016-04-30,14.632,WMT
55976,2016-01-31,2016-01-31,2016-05-31,15.488,WMT
55976,2016-01-31,2016-04-30,2016-06-30,16.155,WMT
55976,2016-01-31,2016-04-30,2016-07-31,16.144,WMT
55976,2016-01-31,2016-04-30,2016-08-31,15.805,WMT
55976,2016-01-31,2016-07-31,2016-09-30,15.543,WMT
55976,2016-01-31,2016-07-31,2016-10-31,15.091,WMT
55976,2016-01-31,2016-07-31,2016-11-30,15.179,WMT
55976,2016-01-31,2016-10-31,2016-12-31,15.059,WMT
55976,2016-01-31,2016-10-31,2017-01-31,14.540,WMT
55976,2016-01-31,2016-10-31,2017-02-28,15.453,WMT
55976,2017-01-31,2017-01-31,2017-03-31,16.457,WMT
55976,2017-01-31,2017-01-31,2017-04-30,17.164,WMT
55976,2017-01-31,2017-01-31,2017-05-31,17.945,WMT
55976,2017-01-31,2017-04-30,2017-06-30,17.161,WMT
55976,2017-01-31,2017-04-30,2017-07-31,18.138,WMT
55976,2017-01-31,2017-04-30,2017-08-31,17.703,WMT
55976,2017-01-31,2017-07-31,2017-09-30,18.784,WMT
55976,2017-01-31,2017-07-31,2017-10-31,20.988,WMT
55976,2017-01-31,2017-07-31,2017-11-30,23.373,WMT
55976,2017-01-31,2017-10-31,2017-12-31,26.263,WMT
55976,2017-01-31,2017-10-31,2018-01-31,28.351,WMT
55976,2017-01-31,2017-10-31,2018-02-28,23.939,WMT
55976,2018-01-31,2018-01-31,2018-03-31,27.125,WMT
55976,2018-01-31,2018-01-31,2018-04-30,26.970,WMT
55976,2018-01-31,2018-01-31,2018-05-31,25.165,WMT
55976,2018-01-31,2018-04-30,2018-06-30,28.645,WMT
55976,2018-01-31,2018-04-30,2018-07-31,29.843,WMT
55976,2018-01-31,2018-04-30,2018-08-31,32.060,WMT
55976,2018-01-31,2018-07-31,2018-09-30,53.971,WMT
55976,2018-01-31,2018-07-31,2018-10-31,57.632,WMT
55976,2018-01-31,2018-07-31,2018-11-30,56.121,WMT
55976,2018-01-31,2018-10-31,2018-12-31,53.534,WMT
55976,2018-01-31,2018-10-31,2019-01-31,55.075,WMT
55976,2018-01-31,2018-10-31,2019-02-28,56.891,WMT
55976,2019-01-31,2019-01-31,2019-03-31,43.155,WMT
55976,2019-01-31,2019-01-31,2019-04-30,45.504,WMT
55976,2019-01-31,2019-01-31,2019-05-31,44.885,WMT
55976,2019-01-31,2019-04-30,2019-06-30,38.232,WMT
55976,2019-01-31,2019-04-30,2019-07-31,38.194,WMT
55976,2019-01-31,2019-04-30,2019-08-31,39.536,WMT
55976,2019-01-31,2019-07-31,2019-09-30,26.730,WMT
55976,2019-01-31,2019-07-31,2019-10-31,26.410,WMT
55976,2019-01-31,2019-07-31,2019-11-30,26.822,WMT
55976,2019-01-31,2019-10-31,2019-12-31,23.721,WMT
55976,2019-01-31,2019-10-31,2020-01-31,22.852,WMT
55976,2019-01-31,2019-10-31,2020-02-29,21.493,WMT
55976,2020-01-31,2020-01-31,2020-03-31,21.892,WMT
55976,2020-01-31,2020-01-31,2020-04-30,23.420,WMT
55976,2020-01-31,2020-01-31,2020-05-31,23.904,WMT
55976,2020-01-31,2020-04-30,2020-06-30,22.772,WMT
55976,2020-01-31,2020-04-30,2020-07-31,24.601,WMT
55976,2020-01-31,2020-04-30,2020-08-31,26.397,WMT
55976,2020-01-31,2020-07-31,2020-09-30,22.314,WMT
55976,2020-01-31,2020-07-31,2020-10-31,22.129,WMT
55976,2020-01-31,2020-07-31,2020-11-30,24.368,WMT
55976,2020-01-31,2020-10-31,2020-12-31,20.801,WMT
55976,2020-01-31,2020-10-31,2021-01-31,20.273,WMT
55976,2020-01-31,2020-10-31,2021-02-28,18.747,WMT
55976,2021-01-31,2021-01-31,2021-03-31,28.596,WMT
55976,2021-01-31,2021-01-31,2021-04-30,29.455,WMT
55976,2021-01-31,2021-01-31,2021-05-31,29.901,WMT
55976,2021-01-31,2021-04-30,2021-06-30,32.795,WMT
55976,2021-01-31,2021-04-30,2021-07-31,33.151,WMT
55976,2021-01-31,2021-04-30,2021-08-31,34.442,WMT
55976,2021-01-31,2021-07-31,2021-09-30,39.373,WMT
55976,2021-01-31,2021-07-31,2021-10-31,42.209,WMT
55976,2021-01-31,2021-07-31,2021-11-30,39.726,WMT
55976,2021-01-31,2021-10-31,2021-12-31,50.768,WMT
55976,2021-01-31,2021-10-31,2022-01-31,49.056,WMT
55976,2021-01-31,2021-10-31,2022-02-28,47.425,WMT
55976,2022-01-31,2022-01-31,2022-03-31,30.579,WMT
55976,2022-01-31,2022-01-31,2022-04-30,31.415,WMT
55976,2022-01-31,2022-01-31,2022-05-31,26.413,WMT
55976,2022-01-31,2022-04-30,2022-06-30,26.146,WMT
55976,2022-01-31,2022-04-30,2022-07-31,28.398,WMT
55976,2022-01-31,2022-04-30,2022-08-31,28.505,WMT
55976,2022-01-31,2022-07-31,2022-09-30,25.940,WMT
55976,2022-01-31,2022-07-31,2022-10-31,28.466,WMT
55976,2022-01-31,2022-07-31,2022-11-30,30.484,WMT
55976,2022-01-31,2022-10-31,2022-12-31,43.628,WMT
56274,2009-05-31,2009-11-30,2010-01-31,13.782,CAG
56274,2009-05-31,2009-11-30,2010-02-28,14.824,CAG
56274,2009-05-31,2009-11-30,2010-03-31,15.194,CAG
56274,2009-05-31,2010-02-28,2010-04-30,13.747,CAG
56274,2009-05-31,2010-02-28,2010-05-31,13.584,CAG
56274,2009-05-31,2010-02-28,2010-06-30,13.101,CAG
56274,2010-05-31,2010-05-31,2010-07-31,14.060,CAG
56274,2010-05-31,2010-05-31,2010-08-31,12.928,CAG
56274,2010-05-31,2010-05-31,2010-09-30,13.138,CAG
56274,2010-05-31,2010-08-31,2010-10-31,13.969,CAG
56274,2010-05-31,2010-08-31,2010-11-30,13.342,CAG
56274,2010-05-31,2010-08-31,2010-12-31,14.025,CAG
56274,2010-05-31,2010-11-30,2011-01-31,14.595,CAG
56274,2010-05-31,2010-11-30,2011-02-28,15.137,CAG
56274,2010-05-31,2010-11-30,2011-03-31,15.523,CAG
56274,2010-05-31,2011-02-28,2011-04-30,15.774,CAG
56274,2010-05-31,2011-02-28,2011-05-31,16.406,CAG
56274,2010-05-31,2011-02-28,2011-06-30,16.652,CAG
56274,2011-05-31,2011-05-31,2011-07-31,13.479,CAG
56274,2011-05-31,2011-05-31,2011-08-31,12.853,CAG
56274,2011-05-31,2011-05-31,2011-09-30,12.747,CAG
56274,2011-05-31,2011-08-31,2011-10-31,14.072,CAG
56274,2011-05-31,2011-08-31,2011-11-30,14.033,CAG
56274,2011-05-31,2011-08-31,2011-12-31,14.667,CAG
56274,2011-05-31,2011-11-30,2012-01-31,14.983,CAG
56274,2011-05-31,2011-11-30,2012-02-29,14.747,CAG
56274,2011-05-31,2011-11-30,2012-03-31,14.753,CAG
56274,2011-05-31,2012-02-29,2012-04-30,13.309,CAG
56274,2011-05-31,2012-02-29,2012-05-31,12.964,CAG
56274,2011-05-31,2012-02-29,2012-06-30,13.366,CAG
56274,2012-05-31,2012-05-31,2012-07-31,22.045,CAG
56274,2012-05-31,2012-05-31,2012-08-31,22.420,CAG
56274,2012-05-31,2012-05-31,2012-09-30,24.634,CAG
56274,2012-05-31,2012-08-31,2012-10-31,18.560,CAG
56274,2012-05-31,2012-08-31,2012-11-30,19.907,CAG
56274,2012-05-31,2012-08-31,2012-12-31,19.667,CAG
56274,2012-05-31,2012-11-30,2013-01-31,20.690,CAG
56274,2012-05-31,2012-11-30,2013-02-28,21.589,CAG
56274,2012-05-31,2012-11-30,2013-03-31,22.665,CAG
56274,2012-05-31,2013-02-28,2013-04-30,29.723,CAG
56274,2012-05-31,2013-02-28,2013-05-31,28.311,CAG
56274,2012-05-31,2013-02-28,2013-06-30,29.353,CAG
56274,2013-05-31,2013-05-31,2013-07-31,19.573,CAG
56274,2013-05-31,2013-05-31,2013-08-31,18.281,CAG
56274,2013-05-31,2013-05-31,2013-09-30,16.400,CAG
56274,2013-05-31,2013-08-31,2013-10-31,20.391,CAG
56274,2013-05-31,2013-08-31,2013-11-30,21.147,CAG
56274,2013-05-31,2013-08-31,2013-12-31,21.603,CAG
56274,2013-05-31,2013-11-30,2014-01-31,20.778,CAG
56274,2013-05-31,2013-11-30,2014-02-28,18.562,CAG
56274,2013-05-31,2013-11-30,2014-03-31,20.281,CAG
56274,2013-05-31,2014-02-28,2014-04-30,17.335,CAG
56274,2013-05-31,2014-02-28,2014-05-31,18.352,CAG
56274,2013-05-31,2014-02-28,2014-06-30,16.864,CAG
56274,2014-05-31,2014-05-31,2014-07-31,43.043,CAG
56274,2014-05-31,2014-05-31,2014-08-31,46.000,CAG
56274,2014-05-31,2014-05-31,2014-09-30,47.200,CAG
56274,2014-05-31,2014-08-31,2014-10-31,127.222,CAG
56274,2014-05-31,2014-08-31,2014-11-30,135.259,CAG
56274,2014-05-31,2014-08-31,2014-12-31,134.370,CAG
56274,2014-05-31,2014-11-30,2015-01-31,126.536,CAG
56274,2014-05-31,2014-11-30,2015-02-28,124.929,CAG
56274,2014-05-31,2014-11-30,2015-03-31,130.464,CAG
56274,2014-05-31,2015-02-28,2015-04-30,139.038,CAG
56274,2014-05-31,2015-02-28,2015-05-31,148.500,CAG
56274,2014-05-31,2015-02-28,2015-06-30,168.154,CAG
56274,2015-05-31,2015-05-31,2015-07-31,-30.178,CAG
56274,2015-05-31,2015-05-31,2015-08-31,-28.548,CAG
56274,2015-05-31,2015-05-31,2015-09-30,-27.747,CAG
56274,2015-05-31,2015-08-31,2015-10-31,23.305,CAG
56274,2015-05-31,2015-08-31,2015-11-30,23.523,CAG
56274,2015-05-31,2015-08-31,2015-12-31,24.230,CAG
56274,2015-05-31,2015-11-30,2016-01-31,29.119,CAG
56274,2015-05-31,2015-11-30,2016-02-29,29.413,CAG
56274,2015-05-31,2015-11-30,2016-03-31,31.203,CAG
56274,2015-05-31,2016-02-29,2016-04-30,40.509,CAG
56274,2015-05-31,2016-02-29,2016-05-31,41.545,CAG
56274,2015-05-31,2016-02-29,2016-06-30,43.464,CAG
56274,2016-05-31,2016-05-31,2016-07-31,42.899,CAG
56274,2016-05-31,2016-05-31,2016-08-31,42.761,CAG
56274,2016-05-31,2016-05-31,2016-09-30,43.220,CAG
56274,2016-05-31,2016-08-31,2016-10-31,166.138,CAG
56274,2016-05-31,2016-08-31,2016-11-30,126.517,CAG
56274,2016-05-31,2016-08-31,2016-12-31,136.379,CAG
56274,2016-05-31,2016-11-30,2017-01-31,105.649,CAG
56274,2016-05-31,2016-11-30,2017-02-28,111.378,CAG
56274,2016-05-31,2016-11-30,2017-03-31,109.027,CAG
56274,2016-05-31,2017-02-28,2017-04-30,62.548,CAG
56274,2016-05-31,2017-02-28,2017-05-31,62.161,CAG
56274,2016-05-31,2017-02-28,2017-06-30,57.677,CAG
56274,2017-05-31,2017-05-31,2017-07-31,27.392,CAG
56274,2017-05-31,2017-05-31,2017-08-31,25.968,CAG
56274,2017-05-31,2017-05-31,2017-09-30,26.992,CAG
56274,2017-05-31,2017-08-31,2017-10-31,24.576,CAG
56274,2017-05-31,2017-08-31,2017-11-30,26.856,CAG
56274,2017-05-31,2017-08-31,2017-12-31,27.101,CAG
56274,2017-05-31,2017-11-30,2018-01-31,22.619,CAG
56274,2017-05-31,2017-11-30,2018-02-28,21.506,CAG
56274,2017-05-31,2017-11-30,2018-03-31,21.952,CAG
56274,2017-05-31,2018-02-28,2018-04-30,17.486,CAG
56274,2017-05-31,2018-02-28,2018-05-31,17.481,CAG
56274,2017-05-31,2018-02-28,2018-06-30,16.854,CAG
56274,2018-05-31,2018-05-31,2018-07-31,18.826,CAG
56274,2018-05-31,2018-05-31,2018-08-31,18.846,CAG
56274,2018-05-31,2018-05-31,2018-09-30,17.421,CAG
56274,2018-05-31,2018-08-31,2018-10-31,17.451,CAG
56274,2018-05-31,2018-08-31,2018-11-30,15.853,CAG
56274,2018-05-31,2018-08-31,2018-12-31,10.471,CAG
56274,2018-05-31,2018-11-30,2019-01-31,11.956,CAG
56274,2018-05-31,2018-11-30,2019-02-28,12.912,CAG
56274,2018-05-31,2018-11-30,2019-03-31,15.326,CAG
56274,2018-05-31,2019-02-28,2019-04-30,21.082,CAG
56274,2018-05-31,2019-02-28,2019-05-31,18.336,CAG
56274,2018-05-31,2019-02-28,2019-06-30,18.164,CAG
56274,2019-05-31,2019-05-31,2019-07-31,18.869,CAG
56274,2019-05-31,2019-05-31,2019-08-31,18.536,CAG
56274,2019-05-31,2019-05-31,2019-09-30,20.052,CAG
56274,2019-05-31,2019-08-31,2019-10-31,18.785,CAG
56274,2019-05-31,2019-08-31,2019-11-30,20.049,CAG
56274,2019-05-31,2019-08-31,2019-12-31,23.778,CAG
56274,2019-05-31,2019-11-30,2020-01-31,19.952,CAG
56274,2019-05-31,2019-11-30,2020-02-29,16.176,CAG
56274,2019-05-31,2019-11-30,2020-03-31,17.782,CAG
56274,2019-05-31,2020-02-29,2020-04-30,21.299,CAG
56274,2019-05-31,2020-02-29,2020-05-31,22.159,CAG
56274,2019-05-31,2020-02-29,2020-06-30,22.401,CAG
56274,2020-05-31,2020-05-31,2020-07-31,21.773,CAG
56274,2020-05-31,2020-05-31,2020-08-31,22.302,CAG
56274,2020-05-31,2020-05-31,2020-09-30,20.762,CAG
56274,2020-05-31,2020-08-31,2020-10-31,17.286,CAG
56274,2020-05-31,2020-08-31,2020-11-30,18.010,CAG
56274,2020-05-31,2020-08-31,2020-12-31,17.862,CAG
56274,2020-05-31,2020-11-30,2021-01-31,15.242,CAG
56274,2020-05-31,2020-11-30,2021-02-28,14.947,CAG
56274,2020-05-31,2020-11-30,2021-03-31,16.564,CAG
56274,2020-05-31,2021-02-28,2021-04-30,15.263,CAG
56274,2020-05-31,2021-02-28,2021-05-31,15.679,CAG
56274,2020-05-31,2021-02-28,2021-06-30,14.971,CAG
56274,2021-05-31,2021-05-31,2021-07-31,12.590,CAG
56274,2021-05-31,2021-05-31,2021-08-31,12.451,CAG
56274,2021-05-31,2021-05-31,2021-09-30,12.733,CAG
56274,2021-05-31,2021-08-31,2021-10-31,12.984,CAG
56274,2021-05-31,2021-08-31,2021-11-30,12.319,CAG
56274,2021-05-31,2021-08-31,2021-12-31,13.770,CAG
56274,2021-05-31,2021-11-30,2022-01-31,15.246,CAG
56274,2021-05-31,2021-11-30,2022-02-28,15.338,CAG
56274,2021-05-31,2021-11-30,2022-03-31,14.724,CAG
56274,2021-05-31,2022-02-28,2022-04-30,16.247,CAG
56274,2021-05-31,2022-02-28,2022-05-31,15.298,CAG
56274,2021-05-31,2022-02-28,2022-06-30,15.926,CAG
56274,2022-05-31,2022-05-31,2022-07-31,18.592,CAG
56274,2022-05-31,2022-05-31,2022-08-31,18.685,CAG
56274,2022-05-31,2022-05-31,2022-09-30,17.734,CAG
56274,2022-05-31,2022-08-31,2022-10-31,30.840,CAG
56274,2022-05-31,2022-08-31,2022-11-30,31.916,CAG
56274,2022-05-31,2022-08-31,2022-12-31,32.521,CAG
56573,2008-12-31,2009-09-30,2010-01-31,28.305,ITW
56573,2009-12-31,2009-12-31,2010-02-28,23.585,ITW
56573,2009-12-31,2009-12-31,2010-03-31,24.539,ITW
56573,2009-12-31,2009-12-31,2010-04-30,26.477,ITW
56573,2009-12-31,2010-03-31,2010-05-31,17.996,ITW
56573,2009-12-31,2010-03-31,2010-06-30,16.000,ITW
56573,2009-12-31,2010-03-31,2010-07-31,16.860,ITW
56573,2009-12-31,2010-06-30,2010-08-31,13.708,ITW
56573,2009-12-31,2010-06-30,2010-09-30,15.621,ITW
56573,2009-12-31,2010-06-30,2010-10-31,15.176,ITW
56573,2009-12-31,2010-09-30,2010-11-30,14.838,ITW
56573,2009-12-31,2010-09-30,2010-12-31,16.636,ITW
56573,2009-12-31,2010-09-30,2011-01-31,16.664,ITW
56573,2010-12-31,2010-12-31,2011-02-28,17.855,ITW
56573,2010-12-31,2010-12-31,2011-03-31,17.729,ITW
56573,2010-12-31,2010-12-31,2011-04-30,19.277,ITW
56573,2010-12-31,2011-03-31,2011-05-31,16.566,ITW
56573,2010-12-31,2011-03-31,2011-06-30,16.327,ITW
56573,2010-12-31,2011-03-31,2011-07-31,14.393,ITW
56573,2010-12-31,2011-06-30,2011-08-31,12.821,ITW
56573,2010-12-31,2011-06-30,2011-09-30,11.460,ITW
56573,2010-12-31,2011-06-30,2011-10-31,13.397,ITW
56573,2010-12-31,2011-09-30,2011-11-30,11.864,ITW
56573,2010-12-31,2011-09-30,2011-12-31,12.196,ITW
56573,2010-12-31,2011-09-30,2012-01-31,13.846,ITW
56573,2011-12-31,2011-12-31,2012-02-29,13.650,ITW
56573,2011-12-31,2011-12-31,2012-03-31,14.000,ITW
56573,2011-12-31,2011-12-31,2012-04-30,14.064,ITW
56573,2011-12-31,2012-03-31,2012-05-31,14.738,ITW
56573,2011-12-31,2012-03-31,2012-06-30,13.882,ITW
56573,2011-12-31,2012-03-31,2012-07-31,14.262,ITW
56573,2011-12-31,2012-06-30,2012-08-31,16.024,ITW
56573,2011-12-31,2012-06-30,2012-09-30,16.073,ITW
56573,2011-12-31,2012-06-30,2012-10-31,16.576,ITW
56573,2011-12-31,2012-09-30,2012-11-30,16.868,ITW
56573,2011-12-31,2012-09-30,2012-12-31,16.660,ITW
56573,2011-12-31,2012-09-30,2013-01-31,17.214,ITW
56573,2012-12-31,2012-12-31,2013-02-28,11.670,ITW
56573,2012-12-31,2012-12-31,2013-03-31,11.564,ITW
56573,2012-12-31,2012-12-31,2013-04-30,12.250,ITW
56573,2012-12-31,2013-03-31,2013-05-31,15.017,ITW
56573,2012-12-31,2013-03-31,2013-06-30,14.812,ITW
56573,2012-12-31,2013-03-31,2013-07-31,15.426,ITW
56573,2012-12-31,2013-06-30,2013-08-31,15.078,ITW
56573,2012-12-31,2013-06-30,2013-09-30,16.091,ITW
56573,2012-12-31,2013-06-30,2013-10-31,16.622,ITW
56573,2012-12-31,2013-09-30,2013-11-30,16.968,ITW
56573,2012-12-31,2013-09-30,2013-12-31,17.928,ITW
56573,2012-12-31,2013-09-30,2014-01-31,16.817,ITW
56573,2013-12-31,2013-12-31,2014-02-28,22.727,ITW
56573,2013-12-31,2013-12-31,2014-03-31,22.405,ITW
56573,2013-12-31,2013-12-31,2014-04-30,23.479,ITW
56573,2013-12-31,2014-03-31,2014-05-31,23.080,ITW
56573,2013-12-31,2014-03-31,2014-06-30,23.349,ITW
56573,2013-12-31,2014-03-31,2014-07-31,21.965,ITW
56573,2013-12-31,2014-06-30,2014-08-31,21.834,ITW
56573,2013-12-31,2014-06-30,2014-09-30,20.896,ITW
56573,2013-12-31,2014-06-30,2014-10-31,22.537,ITW
56573,2013-12-31,2014-09-30,2014-11-30,21.526,ITW
56573,2013-12-31,2014-09-30,2014-12-31,21.474,ITW
56573,2013-12-31,2014-09-30,2015-01-31,21.109,ITW
56573,2014-12-31,2014-12-31,2015-02-28,21.169,ITW
56573,2014-12-31,2014-12-31,2015-03-31,20.801,ITW
56573,2014-12-31,2014-12-31,2015-04-30,20.039,ITW
56573,2014-12-31,2015-03-31,2015-05-31,19.227,ITW
56573,2014-12-31,2015-03-31,2015-06-30,18.809,ITW
