permno,adate,qdate,public_date,pe_exi,TICKER
16678,2011-01-31,2011-04-30,2011-08-31,6.299,KR
16678,2011-01-31,2011-07-31,2011-09-30,5.689,KR
16678,2011-01-31,2011-07-31,2011-10-31,6.005,KR
16678,2011-01-31,2011-07-31,2011-11-30,6.005,KR
16678,2011-01-31,2011-10-31,2011-12-31,6.242,KR
16678,2011-01-31,2011-10-31,2012-01-31,6.124,KR
16678,2011-01-31,2011-10-31,2012-02-29,6.131,KR
16678,2012-01-31,2012-01-31,2012-03-31,23.990,KR
16678,2012-01-31,2012-01-31,2012-04-30,23.040,KR
16678,2012-01-31,2012-01-31,2012-05-31,21.792,KR
16678,2012-01-31,2012-04-30,2012-06-30,11.257,KR
16678,2012-01-31,2012-04-30,2012-07-31,10.762,KR
16678,2012-01-31,2012-04-30,2012-08-31,10.816,KR
16678,2012-01-31,2012-07-31,2012-09-30,10.898,KR
16678,2012-01-31,2012-07-31,2012-10-31,11.676,KR
16678,2012-01-31,2012-07-31,2012-11-30,12.148,KR
16678,2012-01-31,2012-10-31,2012-12-31,9.637,KR
16678,2012-01-31,2012-10-31,2013-01-31,10.259,KR
16678,2012-01-31,2012-10-31,2013-02-28,10.819,KR
16678,2013-01-31,2013-01-31,2013-03-31,11.964,KR
16678,2013-01-31,2013-01-31,2013-04-30,12.412,KR
16678,2013-01-31,2013-01-31,2013-05-31,12.155,KR
16678,2013-01-31,2013-04-30,2013-06-30,5.935,KR
16678,2013-01-31,2013-04-30,2013-07-31,6.747,KR
16678,2013-01-31,2013-04-30,2013-08-31,6.289,KR
16678,2013-01-31,2013-07-31,2013-09-30,6.723,KR
16678,2013-01-31,2013-07-31,2013-10-31,7.140,KR
16678,2013-01-31,2013-07-31,2013-11-30,6.958,KR
16678,2013-01-31,2013-10-31,2013-12-31,6.655,KR
16678,2013-01-31,2013-10-31,2014-01-31,6.077,KR
16678,2013-01-31,2013-10-31,2014-02-28,7.061,KR
16678,2014-01-31,2014-01-31,2014-03-31,15.052,KR
16678,2014-01-31,2014-01-31,2014-04-30,15.876,KR
16678,2014-01-31,2014-01-31,2014-05-31,16.462,KR
16678,2014-01-31,2014-04-30,2014-06-30,8.350,KR
16678,2014-01-31,2014-04-30,2014-07-31,8.274,KR
16678,2014-01-31,2014-04-30,2014-08-31,8.611,KR
16678,2014-01-31,2014-07-31,2014-09-30,8.497,KR
16678,2014-01-31,2014-07-31,2014-10-31,9.103,KR
16678,2014-01-31,2014-07-31,2014-11-30,9.778,KR
16678,2014-01-31,2014-10-31,2014-12-31,9.970,KR
16678,2014-01-31,2014-10-31,2015-01-31,10.722,KR
16678,2014-01-31,2014-10-31,2015-02-28,11.048,KR
16678,2015-01-31,2015-01-31,2015-03-31,22.285,KR
16678,2015-01-31,2015-01-31,2015-04-30,20.032,KR
16678,2015-01-31,2015-01-31,2015-05-31,21.163,KR
16678,2015-01-31,2015-04-30,2015-06-30,9.746,KR
16678,2015-01-31,2015-04-30,2015-07-31,10.548,KR
16678,2015-01-31,2015-04-30,2015-08-31,9.274,KR
16678,2015-01-31,2015-07-31,2015-09-30,18.545,KR
16678,2015-01-31,2015-07-31,2015-10-31,19.434,KR
16678,2015-01-31,2015-07-31,2015-11-30,19.362,KR
16678,2015-01-31,2015-10-31,2015-12-31,20.708,KR
16678,2015-01-31,2015-10-31,2016-01-31,19.213,KR
16678,2015-01-31,2015-10-31,2016-02-29,19.757,KR
16678,2016-01-31,2016-01-31,2016-03-31,18.568,KR
16678,2016-01-31,2016-01-31,2016-04-30,17.180,KR
16678,2016-01-31,2016-01-31,2016-05-31,17.359,KR
16678,2016-01-31,2016-04-30,2016-06-30,17.112,KR
16678,2016-01-31,2016-04-30,2016-07-31,15.902,KR
16678,2016-01-31,2016-04-30,2016-08-31,14.879,KR
16678,2016-01-31,2016-07-31,2016-09-30,14.066,KR
16678,2016-01-31,2016-07-31,2016-10-31,14.682,KR
16678,2016-01-31,2016-07-31,2016-11-30,15.308,KR
16678,2016-01-31,2016-10-31,2016-12-31,16.512,KR
16678,2016-01-31,2016-10-31,2017-01-31,16.249,KR
16678,2016-01-31,2016-10-31,2017-02-28,15.215,KR
16678,2017-01-31,2017-01-31,2017-03-31,14.385,KR
16678,2017-01-31,2017-01-31,2017-04-30,14.463,KR
16678,2017-01-31,2017-01-31,2017-05-31,14.527,KR
16678,2017-01-31,2017-04-30,2017-06-30,14.048,KR
16678,2017-01-31,2017-04-30,2017-07-31,14.771,KR
16678,2017-01-31,2017-04-30,2017-08-31,13.175,KR
16678,2017-01-31,2017-07-31,2017-09-30,12.158,KR
16678,2017-01-31,2017-07-31,2017-10-31,12.545,KR
16678,2017-01-31,2017-07-31,2017-11-30,15.673,KR
16678,2017-01-31,2017-10-31,2017-12-31,16.339,KR
16678,2017-01-31,2017-10-31,2018-01-31,18.071,KR
16678,2017-01-31,2017-10-31,2018-02-28,16.143,KR
16678,2018-01-31,2018-01-31,2018-03-31,11.455,KR
16678,2018-01-31,2018-01-31,2018-04-30,12.053,KR
16678,2018-01-31,2018-01-31,2018-05-31,11.641,KR
16678,2018-01-31,2018-04-30,2018-06-30,6.839,KR
16678,2018-01-31,2018-04-30,2018-07-31,6.971,KR
16678,2018-01-31,2018-04-30,2018-08-31,7.572,KR
16678,2018-01-31,2018-07-31,2018-09-30,6.571,KR
16678,2018-01-31,2018-07-31,2018-10-31,6.718,KR
16678,2018-01-31,2018-07-31,2018-11-30,6.695,KR
16678,2018-01-31,2018-10-31,2018-12-31,6.264,KR
16678,2018-01-31,2018-10-31,2019-01-31,6.453,KR
16678,2018-01-31,2018-10-31,2019-02-28,6.681,KR
16678,2019-01-31,2019-01-31,2019-03-31,6.543,KR
16678,2019-01-31,2019-01-31,2019-04-30,6.856,KR
16678,2019-01-31,2019-01-31,2019-05-31,6.066,KR
16678,2019-01-31,2019-04-30,2019-06-30,9.522,KR
16678,2019-01-31,2019-04-30,2019-07-31,9.281,KR
16678,2019-01-31,2019-04-30,2019-08-31,10.386,KR
16678,2019-01-31,2019-07-31,2019-09-30,12.762,KR
16678,2019-01-31,2019-07-31,2019-10-31,12.198,KR
16678,2019-01-31,2019-07-31,2019-11-30,13.535,KR
16678,2019-01-31,2019-10-31,2019-12-31,14.791,KR
16678,2019-01-31,2019-10-31,2020-01-31,13.704,KR
16678,2019-01-31,2019-10-31,2020-02-29,14.352,KR
16678,2020-01-31,2020-01-31,2020-03-31,14.765,KR
16678,2020-01-31,2020-01-31,2020-04-30,15.495,KR
16678,2020-01-31,2020-01-31,2020-05-31,15.990,KR
16678,2020-01-31,2020-04-30,2020-06-30,12.969,KR
16678,2020-01-31,2020-04-30,2020-07-31,13.330,KR
16678,2020-01-31,2020-04-30,2020-08-31,13.670,KR
16678,2020-01-31,2020-07-31,2020-09-30,10.370,KR
16678,2020-01-31,2020-07-31,2020-10-31,9.850,KR
16678,2020-01-31,2020-07-31,2020-11-30,10.092,KR
16678,2020-01-31,2020-10-31,2020-12-31,8.469,KR
16678,2020-01-31,2020-10-31,2021-01-31,9.200,KR
16678,2020-01-31,2020-10-31,2021-02-28,8.589,KR
16678,2021-01-31,2021-01-31,2021-03-31,11.006,KR
16678,2021-01-31,2021-01-31,2021-04-30,11.174,KR
16678,2021-01-31,2021-01-31,2021-05-31,11.309,KR
16678,2021-01-31,2021-04-30,2021-06-30,20.058,KR
16678,2021-01-31,2021-04-30,2021-07-31,21.309,KR
16678,2021-01-31,2021-04-30,2021-08-31,24.099,KR
16678,2021-01-31,2021-07-31,2021-09-30,27.134,KR
16678,2021-01-31,2021-07-31,2021-10-31,26.859,KR
16678,2021-01-31,2021-07-31,2021-11-30,27.872,KR
16678,2021-01-31,2021-10-31,2021-12-31,34.030,KR
16678,2021-01-31,2021-10-31,2022-01-31,32.774,KR
16678,2021-01-31,2021-10-31,2022-02-28,35.188,KR
16678,2022-01-31,2022-01-31,2022-03-31,26.438,KR
16678,2022-01-31,2022-01-31,2022-04-30,24.866,KR
16678,2022-01-31,2022-01-31,2022-05-31,24.410,KR
16678,2022-01-31,2022-04-30,2022-06-30,16.321,KR
16678,2022-01-31,2022-04-30,2022-07-31,16.014,KR
16678,2022-01-31,2022-04-30,2022-08-31,16.531,KR
16678,2022-01-31,2022-07-31,2022-09-30,13.338,KR
16678,2022-01-31,2022-07-31,2022-10-31,14.418,KR
16678,2022-01-31,2022-07-31,2022-11-30,14.997,KR
16678,2022-01-31,2022-10-31,2022-12-31,13.975,KR
16692,2016-12-31,2017-03-31,2017-07-31,-127.56,
16692,2016-12-31,2017-06-30,2017-08-31,-25.258,GDI
16692,2016-12-31,2017-06-30,2017-09-30,-29.591,GDI
16692,2016-12-31,2017-06-30,2017-10-31,-31.022,GDI
16692,2016-12-31,2017-09-30,2017-11-30,-46.300,GDI
16692,2016-12-31,2017-09-30,2017-12-31,-48.471,GDI
16692,2016-12-31,2017-09-30,2018-01-31,-49.400,GDI
16692,2017-12-31,2017-12-31,2018-02-28,355.667,GDI
16692,2017-12-31,2017-12-31,2018-03-31,340.889,GDI
16692,2017-12-31,2017-12-31,2018-04-30,351.444,GDI
16692,2017-12-31,2018-03-31,2018-05-31,131.480,GDI
16692,2017-12-31,2018-03-31,2018-06-30,117.560,GDI
16692,2017-12-31,2018-03-31,2018-07-31,114.440,GDI
16692,2017-12-31,2018-06-30,2018-08-31,21.344,GDI
16692,2017-12-31,2018-06-30,2018-09-30,21.634,GDI
16692,2017-12-31,2018-06-30,2018-10-31,20.656,GDI
16692,2017-12-31,2018-09-30,2018-11-30,16.283,GDI
16692,2017-12-31,2018-09-30,2018-12-31,13.454,GDI
16692,2017-12-31,2018-09-30,2019-01-31,16.230,GDI
16692,2018-12-31,2018-12-31,2019-02-28,20.814,GDI
16692,2018-12-31,2018-12-31,2019-03-31,21.558,GDI
16692,2018-12-31,2018-12-31,2019-04-30,26.163,GDI
16692,2018-12-31,2019-03-31,2019-05-31,25.735,GDI
16692,2018-12-31,2019-03-31,2019-06-30,26.212,GDI
16692,2018-12-31,2019-03-31,2019-07-31,24.977,GDI
16692,2018-12-31,2019-06-30,2019-08-31,23.129,GDI
16692,2018-12-31,2019-06-30,2019-09-30,22.815,GDI
16692,2018-12-31,2019-06-30,2019-10-31,25.669,GDI
16692,2018-12-31,2019-09-30,2019-11-30,31.073,GDI
16692,2018-12-31,2019-09-30,2019-12-31,33.651,GDI
16692,2018-12-31,2019-09-30,2020-01-31,32.394,GDI
16692,2019-12-31,2019-12-31,2020-02-29,43.145,GDI
16692,2019-12-31,2019-12-31,2020-03-31,32.632,GDI
16692,2019-12-31,2019-12-31,2020-04-30,38.263,GDI
16692,2019-12-31,2020-03-31,2020-05-31,74.211,IR
16692,2019-12-31,2020-03-31,2020-06-30,74.000,IR
16692,2019-12-31,2020-03-31,2020-07-31,83.132,IR
16692,2019-12-31,2020-06-30,2020-08-31,-146.08,IR
16692,2019-12-31,2020-06-30,2020-09-30,-148.33,IR
16692,2019-12-31,2020-06-30,2020-10-31,-145.58,IR
16692,2019-12-31,2020-09-30,2020-11-30,-138.34,IR
16692,2019-12-31,2020-09-30,2020-12-31,-142.38,IR
16692,2019-12-31,2020-09-30,2021-01-31,-130.75,IR
16692,2020-12-31,2020-12-31,2021-02-28,-479.75,IR
16692,2020-12-31,2020-12-31,2021-03-31,-464.25,IR
16692,2020-12-31,2020-12-31,2021-04-30,-493.57,IR
16692,2020-12-31,2021-03-31,2021-05-31,310.250,IR
16692,2020-12-31,2021-03-31,2021-06-30,305.063,IR
16692,2020-12-31,2021-03-31,2021-07-31,305.438,IR
16692,2020-12-31,2021-06-30,2021-08-31,62.376,IR
16692,2020-12-31,2021-06-30,2021-09-30,59.306,IR
16692,2020-12-31,2021-06-30,2021-10-31,63.247,IR
16692,2020-12-31,2021-09-30,2021-11-30,53.523,IR
16692,2020-12-31,2021-09-30,2021-12-31,56.761,IR
16692,2020-12-31,2021-09-30,2022-01-31,51.569,IR
16692,2021-12-31,2021-12-31,2022-02-28,40.742,IR
16692,2021-12-31,2021-12-31,2022-03-31,40.605,IR
16692,2021-12-31,2021-12-31,2022-04-30,35.452,IR
16692,2021-12-31,2022-03-31,2022-05-31,36.836,IR
16692,2021-12-31,2022-03-31,2022-06-30,32.875,IR
16692,2021-12-31,2022-03-31,2022-07-31,38.906,IR
16692,2021-12-31,2022-06-30,2022-08-31,36.438,IR
16692,2021-12-31,2022-06-30,2022-09-30,33.277,IR
16692,2021-12-31,2022-06-30,2022-10-31,38.846,IR
16692,2021-12-31,2022-09-30,2022-11-30,40.276,IR
16692,2021-12-31,2022-09-30,2022-12-31,,IR
16851,2016-12-31,2017-09-30,2017-11-30,108.482,DWDP
16851,2016-12-31,2017-09-30,2017-12-31,107.367,DWDP
16851,2016-12-31,2017-09-30,2018-01-31,113.940,DWDP
16851,2017-12-31,2017-12-31,2018-02-28,74.000,DWDP
16851,2017-12-31,2017-12-31,2018-03-31,67.063,DWDP
16851,2017-12-31,2017-12-31,2018-04-30,66.568,DWDP
16851,2017-12-31,2018-03-31,2018-05-31,228.964,DWDP
16851,2017-12-31,2018-03-31,2018-06-30,235.429,DWDP
16851,2017-12-31,2018-03-31,2018-07-31,245.607,DWDP
16851,2017-12-31,2018-06-30,2018-08-31,-665.36,DWDP
16851,2017-12-31,2018-06-30,2018-09-30,-675.13,DWDP
16851,2017-12-31,2018-06-30,2018-10-31,-612.27,DWDP
16851,2017-12-31,2018-09-30,2018-11-30,-347.10,DWDP
16851,2017-12-31,2018-09-30,2018-12-31,-320.88,DWDP
16851,2017-12-31,2018-09-30,2019-01-31,-322.86,DWDP
16851,2018-12-31,2018-12-31,2019-02-28,32.261,DWDP
16851,2018-12-31,2018-12-31,2019-03-31,32.309,DWDP
16851,2018-12-31,2018-12-31,2019-04-30,23.303,DWDP
16851,2018-12-31,2019-03-31,2019-05-31,441.000,DWDP
16851,2018-12-31,2019-03-31,2019-06-30,464.500,DWDP
16851,2018-12-31,2019-03-31,2019-07-31,481.067,DWDP
16851,2018-12-31,2019-06-30,2019-08-31,-64.695,DD
16851,2018-12-31,2019-06-30,2019-09-30,-67.914,DD
16851,2018-12-31,2019-06-30,2019-10-31,-62.771,DD
16851,2018-12-31,2019-09-30,2019-11-30,-91.282,DD
16851,2018-12-31,2019-09-30,2019-12-31,-90.423,DD
16851,2018-12-31,2019-09-30,2020-01-31,-72.085,DD
16851,2019-12-31,2019-12-31,2020-02-29,-49.884,DD
16851,2019-12-31,2019-12-31,2020-03-31,-39.651,DD
16851,2019-12-31,2019-12-31,2020-04-30,-54.674,DD
16851,2019-12-31,2020-03-31,2020-05-31,-33.820,DD
16851,2019-12-31,2020-03-31,2020-06-30,-35.420,DD
16851,2019-12-31,2020-03-31,2020-07-31,-35.653,DD
16851,2019-12-31,2020-06-30,2020-08-31,-17.000,DD
16851,2019-12-31,2020-06-30,2020-09-30,-16.915,DD
16851,2019-12-31,2020-06-30,2020-10-31,-17.341,DD
16851,2019-12-31,2020-09-30,2020-11-30,-17.333,DD
16851,2019-12-31,2020-09-30,2020-12-31,-19.429,DD
16851,2019-12-31,2020-09-30,2021-01-31,-21.708,DD
16851,2020-12-31,2020-12-31,2021-02-28,-17.803,DD
16851,2020-12-31,2020-12-31,2021-03-31,-19.565,DD
16851,2020-12-31,2020-12-31,2021-04-30,-19.522,DD
16851,2020-12-31,2021-03-31,2021-05-31,-44.288,DD
16851,2020-12-31,2021-03-31,2021-06-30,-40.529,DD
16851,2020-12-31,2021-03-31,2021-07-31,-39.293,DD
16851,2020-12-31,2021-06-30,2021-08-31,35.587,DD
16851,2020-12-31,2021-06-30,2021-09-30,32.688,DD
16851,2020-12-31,2021-06-30,2021-10-31,33.462,DD
16851,2020-12-31,2021-09-30,2021-11-30,30.065,DD
16851,2020-12-31,2021-09-30,2021-12-31,32.837,DD
16851,2020-12-31,2021-09-30,2022-01-31,31.138,DD
16851,2021-12-31,2021-12-31,2022-02-28,23.954,DD
16851,2021-12-31,2021-12-31,2022-03-31,22.780,DD
16851,2021-12-31,2021-12-31,2022-04-30,20.412,DD
16851,2021-12-31,2022-03-31,2022-05-31,32.310,DD
16851,2021-12-31,2022-03-31,2022-06-30,26.467,DD
16851,2021-12-31,2022-03-31,2022-07-31,29.157,DD
16851,2021-12-31,2022-06-30,2022-08-31,26.879,DD
16851,2021-12-31,2022-06-30,2022-09-30,24.348,DD
16851,2021-12-31,2022-06-30,2022-10-31,27.633,DD
16851,2021-12-31,2022-09-30,2022-11-30,31.062,DD
16851,2021-12-31,2022-09-30,2022-12-31,,DD
17005,2008-12-31,2009-09-30,2010-01-31,13.105,CVS
17005,2009-12-31,2009-12-31,2010-02-28,13.184,CVS
17005,2009-12-31,2009-12-31,2010-03-31,14.281,CVS
17005,2009-12-31,2009-12-31,2010-04-30,14.422,CVS
17005,2009-12-31,2010-03-31,2010-05-31,13.319,CVS
17005,2009-12-31,2010-03-31,2010-06-30,11.277,CVS
17005,2009-12-31,2010-03-31,2010-07-31,11.804,CVS
17005,2009-12-31,2010-06-30,2010-08-31,10.377,CVS
17005,2009-12-31,2010-06-30,2010-09-30,12.104,CVS
17005,2009-12-31,2010-06-30,2010-10-31,11.588,CVS
17005,2009-12-31,2010-09-30,2010-11-30,12.450,CVS
17005,2009-12-31,2010-09-30,2010-12-31,13.964,CVS
17005,2009-12-31,2010-09-30,2011-01-31,13.735,CVS
17005,2010-12-31,2010-12-31,2011-02-28,13.224,CVS
17005,2010-12-31,2010-12-31,2011-03-31,13.728,CVS
17005,2010-12-31,2010-12-31,2011-04-30,14.488,CVS
17005,2010-12-31,2011-03-31,2011-05-31,15.728,CVS
17005,2010-12-31,2011-03-31,2011-06-30,15.276,CVS
17005,2010-12-31,2011-03-31,2011-07-31,14.776,CVS
17005,2010-12-31,2011-06-30,2011-08-31,14.657,CVS
17005,2010-12-31,2011-06-30,2011-09-30,13.710,CVS
17005,2010-12-31,2011-06-30,2011-10-31,14.830,CVS
17005,2010-12-31,2011-09-30,2011-11-30,15.536,CVS
17005,2010-12-31,2011-09-30,2011-12-31,16.312,CVS
17005,2010-12-31,2011-09-30,2012-01-31,16.700,CVS
17005,2011-12-31,2011-12-31,2012-02-29,17.413,CVS
17005,2011-12-31,2011-12-31,2012-03-31,17.297,CVS
17005,2011-12-31,2011-12-31,2012-04-30,17.228,CVS
17005,2011-12-31,2012-03-31,2012-05-31,16.769,CVS
17005,2011-12-31,2012-03-31,2012-06-30,17.437,CVS
17005,2011-12-31,2012-03-31,2012-07-31,16.884,CVS
17005,2011-12-31,2012-06-30,2012-08-31,16.095,CVS
17005,2011-12-31,2012-06-30,2012-09-30,17.110,CVS
17005,2011-12-31,2012-06-30,2012-10-31,16.396,CVS
17005,2011-12-31,2012-09-30,2012-11-30,15.607,CVS
17005,2011-12-31,2012-09-30,2012-12-31,16.225,CVS
17005,2011-12-31,2012-09-30,2013-01-31,17.181,CVS
17005,2012-12-31,2012-12-31,2013-02-28,16.871,CVS
17005,2012-12-31,2012-12-31,2013-03-31,18.149,CVS
17005,2012-12-31,2012-12-31,2013-04-30,19.201,CVS
17005,2012-12-31,2013-03-31,2013-05-31,17.938,CVS
17005,2012-12-31,2013-03-31,2013-06-30,17.813,CVS
17005,2012-12-31,2013-03-31,2013-07-31,19.156,CVS
17005,2012-12-31,2013-06-30,2013-08-31,17.226,CVS
17005,2012-12-31,2013-06-30,2013-09-30,16.840,CVS
17005,2012-12-31,2013-06-30,2013-10-31,18.475,CVS
17005,2012-12-31,2013-09-30,2013-11-30,18.600,CVS
17005,2012-12-31,2013-09-30,2013-12-31,19.881,CVS
17005,2012-12-31,2013-09-30,2014-01-31,18.811,CVS
17005,2013-12-31,2013-12-31,2014-02-28,19.504,CVS
17005,2013-12-31,2013-12-31,2014-03-31,19.963,CVS
17005,2013-12-31,2013-12-31,2014-04-30,19.392,CVS
17005,2013-12-31,2014-03-31,2014-05-31,19.929,CVS
17005,2013-12-31,2014-03-31,2014-06-30,19.178,CVS
17005,2013-12-31,2014-03-31,2014-07-31,19.430,CVS
17005,2013-12-31,2014-06-30,2014-08-31,19.473,CVS
17005,2013-12-31,2014-06-30,2014-09-30,19.507,CVS
17005,2013-12-31,2014-06-30,2014-10-31,21.032,CVS
17005,2013-12-31,2014-09-30,2014-11-30,23.607,CVS
17005,2013-12-31,2014-09-30,2014-12-31,24.886,CVS
17005,2013-12-31,2014-09-30,2015-01-31,25.364,CVS
17005,2014-12-31,2014-12-31,2015-02-28,26.230,CVS
17005,2014-12-31,2014-12-31,2015-03-31,26.063,CVS
17005,2014-12-31,2014-12-31,2015-04-30,25.073,CVS
17005,2014-12-31,2015-03-31,2015-05-31,25.093,CVS
17005,2014-12-31,2015-03-31,2015-06-30,25.706,CVS
17005,2014-12-31,2015-03-31,2015-07-31,27.566,CVS
17005,2014-12-31,2015-06-30,2015-08-31,24.734,CVS
17005,2014-12-31,2015-06-30,2015-09-30,23.304,CVS
17005,2014-12-31,2015-06-30,2015-10-31,23.860,CVS
17005,2014-12-31,2015-09-30,2015-11-30,21.287,CVS
17005,2014-12-31,2015-09-30,2015-12-31,22.120,CVS
17005,2014-12-31,2015-09-30,2016-01-31,21.853,CVS
17005,2015-12-31,2015-12-31,2016-02-29,21.032,CVS
17005,2015-12-31,2015-12-31,2016-03-31,22.452,CVS
17005,2015-12-31,2015-12-31,2016-04-30,21.753,CVS
17005,2015-12-31,2016-03-31,2016-05-31,20.967,CVS
17005,2015-12-31,2016-03-31,2016-06-30,20.813,CVS
17005,2015-12-31,2016-03-31,2016-07-31,20.157,CVS
17005,2015-12-31,2016-06-30,2016-08-31,21.521,CVS
17005,2015-12-31,2016-06-30,2016-09-30,20.505,CVS
17005,2015-12-31,2016-06-30,2016-10-31,19.378,CVS
17005,2015-12-31,2016-09-30,2016-11-30,16.500,CVS
17005,2015-12-31,2016-09-30,2016-12-31,16.933,CVS
17005,2015-12-31,2016-09-30,2017-01-31,16.912,CVS
17005,2016-12-31,2016-12-31,2017-02-28,16.411,CVS
17005,2016-12-31,2016-12-31,2017-03-31,15.988,CVS
17005,2016-12-31,2016-12-31,2017-04-30,16.790,CVS
17005,2016-12-31,2017-03-31,2017-05-31,16.006,CVS
17005,2016-12-31,2017-03-31,2017-06-30,16.763,CVS
17005,2016-12-31,2017-03-31,2017-07-31,16.652,CVS
17005,2016-12-31,2017-06-30,2017-08-31,15.437,CVS
17005,2016-12-31,2017-06-30,2017-09-30,16.232,CVS
17005,2016-12-31,2017-06-30,2017-10-31,13.679,CVS
17005,2016-12-31,2017-09-30,2017-11-30,15.826,CVS
17005,2016-12-31,2017-09-30,2017-12-31,14.979,CVS
17005,2016-12-31,2017-09-30,2018-01-31,16.258,CVS
17005,2017-12-31,2017-12-31,2018-02-28,10.501,CVS
17005,2017-12-31,2017-12-31,2018-03-31,9.645,CVS
17005,2017-12-31,2017-12-31,2018-04-30,10.826,CVS
17005,2017-12-31,2018-03-31,2018-05-31,9.708,CVS
17005,2017-12-31,2018-03-31,2018-06-30,9.855,CVS
17005,2017-12-31,2018-03-31,2018-07-31,9.933,CVS
17005,2017-12-31,2018-06-30,2018-08-31,25.592,CVS
17005,2017-12-31,2018-06-30,2018-09-30,26.776,CVS
17005,2017-12-31,2018-06-30,2018-10-31,24.622,CVS
17005,2017-12-31,2018-09-30,2018-11-30,26.295,CVS
17005,2017-12-31,2018-09-30,2018-12-31,21.482,CVS
17005,2017-12-31,2018-09-30,2019-01-31,21.492,CVS
17005,2018-12-31,2018-12-31,2019-02-28,-101.46,CVS
17005,2018-12-31,2018-12-31,2019-03-31,-94.614,CVS
17005,2018-12-31,2018-12-31,2019-04-30,-95.404,CVS
17005,2018-12-31,2019-03-31,2019-05-31,-119.02,CVS
17005,2018-12-31,2019-03-31,2019-06-30,-123.84,CVS
17005,2018-12-31,2019-03-31,2019-07-31,-126.98,CVS
17005,2018-12-31,2019-06-30,2019-08-31,17.064,CVS
17005,2018-12-31,2019-06-30,2019-09-30,17.667,CVS
17005,2018-12-31,2019-06-30,2019-10-31,18.597,CVS
17005,2018-12-31,2019-09-30,2019-11-30,22.269,CVS
17005,2018-12-31,2019-09-30,2019-12-31,21.979,CVS
17005,2018-12-31,2019-09-30,2020-01-31,20.065,CVS
17005,2019-12-31,2019-12-31,2020-02-29,11.650,CVS
17005,2019-12-31,2019-12-31,2020-03-31,11.679,CVS
17005,2019-12-31,2019-12-31,2020-04-30,12.116,CVS
17005,2019-12-31,2020-03-31,2020-05-31,11.879,CVS
17005,2019-12-31,2020-03-31,2020-06-30,11.770,CVS
17005,2019-12-31,2020-03-31,2020-07-31,11.402,CVS
17005,2019-12-31,2020-06-30,2020-08-31,9.876,CVS
17005,2019-12-31,2020-06-30,2020-09-30,9.285,CVS
17005,2019-12-31,2020-06-30,2020-10-31,8.917,CVS
17005,2019-12-31,2020-09-30,2020-11-30,11.205,CVS
17005,2019-12-31,2020-09-30,2020-12-31,11.289,CVS
17005,2019-12-31,2020-09-30,2021-01-31,11.843,CVS
17005,2020-12-31,2020-12-31,2021-02-28,12.455,CVS
17005,2020-12-31,2020-12-31,2021-03-31,13.753,CVS
17005,2020-12-31,2020-12-31,2021-04-30,13.967,CVS
17005,2020-12-31,2021-03-31,2021-05-31,15.381,CVS
17005,2020-12-31,2021-03-31,2021-06-30,14.847,CVS
17005,2020-12-31,2021-03-31,2021-07-31,14.655,CVS
17005,2020-12-31,2021-06-30,2021-08-31,15.822,CVS
17005,2020-12-31,2021-06-30,2021-09-30,15.542,CVS
17005,2020-12-31,2021-06-30,2021-10-31,16.352,CVS
17005,2020-12-31,2021-09-30,2021-11-30,15.543,CVS
17005,2020-12-31,2021-09-30,2021-12-31,18.003,CVS
17005,2020-12-31,2021-09-30,2022-01-31,18.588,CVS
17005,2021-12-31,2021-12-31,2022-02-28,17.420,CVS
17005,2021-12-31,2021-12-31,2022-03-31,17.010,CVS
17005,2021-12-31,2021-12-31,2022-04-30,16.156,CVS
17005,2021-12-31,2022-03-31,2022-05-31,16.071,CVS
17005,2021-12-31,2022-03-31,2022-06-30,15.392,CVS
17005,2021-12-31,2022-03-31,2022-07-31,15.894,CVS
17005,2021-12-31,2022-06-30,2022-08-31,15.959,CVS
17005,2021-12-31,2022-06-30,2022-09-30,15.507,CVS
17005,2021-12-31,2022-06-30,2022-10-31,15.398,CVS
17005,2021-12-31,2022-09-30,2022-11-30,42.807,CVS
17005,2021-12-31,2022-09-30,2022-12-31,,CVS
17144,2009-05-31,2009-11-30,2010-01-31,7.382,GIS
17144,2009-05-31,2009-11-30,2010-02-28,7.454,GIS
17144,2009-05-31,2009-11-30,2010-03-31,7.328,GIS
17144,2009-05-31,2010-02-28,2010-04-30,7.202,GIS
17144,2009-05-31,2010-02-28,2010-05-31,7.210,GIS
17144,2009-05-31,2010-02-28,2010-06-30,7.190,GIS
17144,2010-05-31,2010-05-31,2010-07-31,15.268,GIS
17144,2010-05-31,2010-05-31,2010-08-31,16.143,GIS
17144,2010-05-31,2010-05-31,2010-09-30,16.312,GIS
17144,2010-05-31,2010-08-31,2010-10-31,16.190,GIS
17144,2010-05-31,2010-08-31,2010-11-30,15.228,GIS
17144,2010-05-31,2010-08-31,2010-12-31,15.341,GIS
17144,2010-05-31,2010-11-30,2011-01-31,14.372,GIS
17144,2010-05-31,2010-11-30,2011-02-28,15.347,GIS
17144,2010-05-31,2010-11-30,2011-03-31,15.103,GIS
17144,2010-05-31,2011-02-28,2011-04-30,15.249,GIS
17144,2010-05-31,2011-02-28,2011-05-31,15.719,GIS
17144,2010-05-31,2011-02-28,2011-06-30,14.711,GIS
17144,2011-05-31,2011-05-31,2011-07-31,13.833,GIS
17144,2011-05-31,2011-05-31,2011-08-31,14.041,GIS
