gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,curcdq,datacqtr,datafqtr,dvy,costat
001045,2000-03-31,2000,1,INDL,C,D,STD,AAL,USD,2000Q1,2000Q1,0.0000,A
001045,2000-06-30,2000,2,INDL,C,D,STD,AAL,USD,2000Q2,2000Q2,0.0000,A
001045,2000-09-30,2000,3,INDL,C,D,STD,AAL,USD,2000Q3,2000Q3,0.0000,A
001045,2000-12-31,2000,4,INDL,C,D,STD,AAL,USD,2000Q4,2000Q4,0.0000,A
001045,2001-03-31,2001,1,INDL,C,D,STD,AAL,USD,2001Q1,2001Q1,0.0000,A
001045,2001-06-30,2001,2,INDL,C,D,STD,AAL,USD,2001Q2,2001Q2,0.0000,A
001045,2001-09-30,2001,3,INDL,C,D,STD,AAL,USD,2001Q3,2001Q3,0.0000,A
001045,2001-12-31,2001,4,INDL,C,D,STD,AAL,USD,2001Q4,2001Q4,0.0000,A
001045,2002-03-31,2002,1,INDL,C,D,STD,AAL,USD,2002Q1,2002Q1,0.0000,A
001045,2002-06-30,2002,2,INDL,C,D,STD,AAL,USD,2002Q2,2002Q2,0.0000,A
001045,2002-09-30,2002,3,INDL,C,D,STD,AAL,USD,2002Q3,2002Q3,0.0000,A
001045,2002-12-31,2002,4,INDL,C,D,STD,AAL,USD,2002Q4,2002Q4,0.0000,A
001045,2003-03-31,2003,1,INDL,C,D,STD,AAL,USD,2003Q1,2003Q1,0.0000,A
001045,2003-06-30,2003,2,INDL,C,D,STD,AAL,USD,2003Q2,2003Q2,0.0000,A
001045,2003-09-30,2003,3,INDL,C,D,STD,AAL,USD,2003Q3,2003Q3,0.0000,A
001045,2003-12-31,2003,4,INDL,C,D,STD,AAL,USD,2003Q4,2003Q4,0.0000,A
001045,2004-03-31,2004,1,INDL,C,D,STD,AAL,USD,2004Q1,2004Q1,0.0000,A
001045,2004-06-30,2004,2,INDL,C,D,STD,AAL,USD,2004Q2,2004Q2,0.0000,A
001045,2004-09-30,2004,3,INDL,C,D,STD,AAL,USD,2004Q3,2004Q3,0.0000,A
001045,2004-12-31,2004,4,INDL,C,D,STD,AAL,USD,2004Q4,2004Q4,0.0000,A
001045,2005-03-31,2005,1,INDL,C,D,STD,AAL,USD,2005Q1,2005Q1,0.0000,A
001045,2005-06-30,2005,2,INDL,C,D,STD,AAL,USD,2005Q2,2005Q2,0.0000,A
001045,2005-09-30,2005,3,INDL,C,D,STD,AAL,USD,2005Q3,2005Q3,0.0000,A
001045,2005-12-31,2005,4,INDL,C,D,STD,AAL,USD,2005Q4,2005Q4,0.0000,A
001045,2006-03-31,2006,1,INDL,C,D,STD,AAL,USD,2006Q1,2006Q1,0.0000,A
001045,2006-06-30,2006,2,INDL,C,D,STD,AAL,USD,2006Q2,2006Q2,0.0000,A
001045,2006-09-30,2006,3,INDL,C,D,STD,AAL,USD,2006Q3,2006Q3,0.0000,A
001045,2006-12-31,2006,4,INDL,C,D,STD,AAL,USD,2006Q4,2006Q4,0.0000,A
001045,2007-03-31,2007,1,INDL,C,D,STD,AAL,USD,2007Q1,2007Q1,0.0000,A
001045,2007-06-30,2007,2,INDL,C,D,STD,AAL,USD,2007Q2,2007Q2,0.0000,A
001045,2007-09-30,2007,3,INDL,C,D,STD,AAL,USD,2007Q3,2007Q3,0.0000,A
001045,2007-12-31,2007,4,INDL,C,D,STD,AAL,USD,2007Q4,2007Q4,0.0000,A
001045,2008-03-31,2008,1,INDL,C,D,STD,AAL,USD,2008Q1,2008Q1,0.0000,A
001045,2008-06-30,2008,2,INDL,C,D,STD,AAL,USD,2008Q2,2008Q2,0.0000,A
001045,2008-09-30,2008,3,INDL,C,D,STD,AAL,USD,2008Q3,2008Q3,0.0000,A
001045,2008-12-31,2008,4,INDL,C,D,STD,AAL,USD,2008Q4,2008Q4,0.0000,A
001045,2009-03-31,2009,1,INDL,C,D,STD,AAL,USD,2009Q1,2009Q1,0.0000,A
001045,2009-06-30,2009,2,INDL,C,D,STD,AAL,USD,2009Q2,2009Q2,0.0000,A
001045,2009-09-30,2009,3,INDL,C,D,STD,AAL,USD,2009Q3,2009Q3,0.0000,A
001045,2009-12-31,2009,4,INDL,C,D,STD,AAL,USD,2009Q4,2009Q4,0.0000,A
001045,2010-03-31,2010,1,INDL,C,D,STD,AAL,USD,2010Q1,2010Q1,0.0000,A
001045,2010-06-30,2010,2,INDL,C,D,STD,AAL,USD,2010Q2,2010Q2,0.0000,A
001045,2010-09-30,2010,3,INDL,C,D,STD,AAL,USD,2010Q3,2010Q3,0.0000,A
001045,2010-12-31,2010,4,INDL,C,D,STD,AAL,USD,2010Q4,2010Q4,0.0000,A
001045,2011-03-31,2011,1,INDL,C,D,STD,AAL,USD,2011Q1,2011Q1,0.0000,A
001045,2011-06-30,2011,2,INDL,C,D,STD,AAL,USD,2011Q2,2011Q2,0.0000,A
001045,2011-09-30,2011,3,INDL,C,D,STD,AAL,USD,2011Q3,2011Q3,0.0000,A
001045,2011-12-31,2011,4,INDL,C,D,STD,AAL,USD,2011Q4,2011Q4,0.0000,A
001045,2012-03-31,2012,1,INDL,C,D,STD,AAL,USD,2012Q1,2012Q1,0.0000,A
001045,2012-06-30,2012,2,INDL,C,D,STD,AAL,USD,2012Q2,2012Q2,0.0000,A
001045,2012-09-30,2012,3,INDL,C,D,STD,AAL,USD,2012Q3,2012Q3,0.0000,A
001045,2012-12-31,2012,4,INDL,C,D,STD,AAL,USD,2012Q4,2012Q4,0.0000,A
001045,2013-03-31,2013,1,INDL,C,D,STD,AAL,USD,2013Q1,2013Q1,0.0000,A
001045,2013-06-30,2013,2,INDL,C,D,STD,AAL,USD,2013Q2,2013Q2,0.0000,A
001045,2013-09-30,2013,3,INDL,C,D,STD,AAL,USD,2013Q3,2013Q3,0.0000,A
001045,2013-12-31,2013,4,INDL,C,D,STD,AAL,USD,2013Q4,2013Q4,0.0000,A
001045,2014-03-31,2014,1,INDL,C,D,STD,AAL,USD,2014Q1,2014Q1,0.0000,A
001045,2014-06-30,2014,2,INDL,C,D,STD,AAL,USD,2014Q2,2014Q2,0.0000,A
001045,2014-09-30,2014,3,INDL,C,D,STD,AAL,USD,2014Q3,2014Q3,72.0000,A
001045,2014-12-31,2014,4,INDL,C,D,STD,AAL,USD,2014Q4,2014Q4,144.0000,A
001045,2015-03-31,2015,1,INDL,C,D,STD,AAL,USD,2015Q1,2015Q1,70.0000,A
001045,2015-06-30,2015,2,INDL,C,D,STD,AAL,USD,2015Q2,2015Q2,140.0000,A
001045,2015-09-30,2015,3,INDL,C,D,STD,AAL,USD,2015Q3,2015Q3,206.0000,A
001045,2015-12-31,2015,4,INDL,C,D,STD,AAL,USD,2015Q4,2015Q4,278.0000,A
001045,2016-03-31,2016,1,INDL,C,D,STD,AAL,USD,2016Q1,2016Q1,61.0000,A
001045,2016-06-30,2016,2,INDL,C,D,STD,AAL,USD,2016Q2,2016Q2,119.0000,A
001045,2016-09-30,2016,3,INDL,C,D,STD,AAL,USD,2016Q3,2016Q3,172.0000,A
001045,2016-12-31,2016,4,INDL,C,D,STD,AAL,USD,2016Q4,2016Q4,224.0000,A
001045,2017-03-31,2017,1,INDL,C,D,STD,AAL,USD,2017Q1,2017Q1,51.0000,A
001045,2017-06-30,2017,2,INDL,C,D,STD,AAL,USD,2017Q2,2017Q2,102.0000,A
001045,2017-09-30,2017,3,INDL,C,D,STD,AAL,USD,2017Q3,2017Q3,150.0000,A
001045,2017-12-31,2017,4,INDL,C,D,STD,AAL,USD,2017Q4,2017Q4,198.0000,A
001045,2018-03-31,2018,1,INDL,C,D,STD,AAL,USD,2018Q1,2018Q1,48.0000,A
001045,2018-06-30,2018,2,INDL,C,D,STD,AAL,USD,2018Q2,2018Q2,94.0000,A
001045,2018-09-30,2018,3,INDL,C,D,STD,AAL,USD,2018Q3,2018Q3,140.0000,A
001045,2018-12-31,2018,4,INDL,C,D,STD,AAL,USD,2018Q4,2018Q4,186.0000,A
001045,2019-03-31,2019,1,INDL,C,D,STD,AAL,USD,2019Q1,2019Q1,46.0000,A
001045,2019-06-30,2019,2,INDL,C,D,STD,AAL,USD,2019Q2,2019Q2,90.0000,A
001045,2019-09-30,2019,3,INDL,C,D,STD,AAL,USD,2019Q3,2019Q3,135.0000,A
001045,2019-12-31,2019,4,INDL,C,D,STD,AAL,USD,2019Q4,2019Q4,178.0000,A
001045,2020-03-31,2020,1,INDL,C,D,STD,AAL,USD,2020Q1,2020Q1,43.0000,A
001045,2020-06-30,2020,2,INDL,C,D,STD,AAL,USD,2020Q2,2020Q2,43.0000,A
001045,2020-09-30,2020,3,INDL,C,D,STD,AAL,USD,2020Q3,2020Q3,43.0000,A
001045,2020-12-31,2020,4,INDL,C,D,STD,AAL,USD,2020Q4,2020Q4,43.0000,A
001045,2021-03-31,2021,1,INDL,C,D,STD,AAL,USD,2021Q1,2021Q1,0.0000,A
001045,2021-06-30,2021,2,INDL,C,D,STD,AAL,USD,2021Q2,2021Q2,0.0000,A
001045,2021-09-30,2021,3,INDL,C,D,STD,AAL,USD,2021Q3,2021Q3,0.0000,A
001045,2021-12-31,2021,4,INDL,C,D,STD,AAL,USD,2021Q4,2021Q4,0.0000,A
001045,2022-03-31,2022,1,INDL,C,D,STD,AAL,USD,2022Q1,2022Q1,0.0000,A
001045,2022-06-30,2022,2,INDL,C,D,STD,AAL,USD,2022Q2,2022Q2,0.0000,A
001045,2022-09-30,2022,3,INDL,C,D,STD,AAL,USD,2022Q3,2022Q3,0.0000,A
001045,2022-12-31,2022,4,INDL,C,D,STD,AAL,USD,2022Q4,2022Q4,0.0000,A
001045,2023-03-31,2023,1,INDL,C,D,STD,AAL,USD,2023Q1,2023Q1,0.0000,A
001075,2000-03-31,2000,1,INDL,C,D,STD,PNW,USD,2000Q1,2000Q1,,A
001075,2000-06-30,2000,2,INDL,C,D,STD,PNW,USD,2000Q2,2000Q2,,A
001075,2000-09-30,2000,3,INDL,C,D,STD,PNW,USD,2000Q3,2000Q3,,A
001075,2000-12-31,2000,4,INDL,C,D,STD,PNW,USD,2000Q4,2000Q4,,A
001075,2001-03-31,2001,1,INDL,C,D,STD,PNW,USD,2001Q1,2001Q1,31.7850,A
001075,2001-06-30,2001,2,INDL,C,D,STD,PNW,USD,2001Q2,2001Q2,63.5730,A
001075,2001-09-30,2001,3,INDL,C,D,STD,PNW,USD,2001Q3,2001Q3,95.3410,A
001075,2001-12-31,2001,4,INDL,C,D,STD,PNW,USD,2001Q4,2001Q4,129.1990,A
001075,2002-03-31,2002,1,INDL,C,D,STD,PNW,USD,2002Q1,2002Q1,33.8880,A
001075,2002-06-30,2002,2,INDL,C,D,STD,PNW,USD,2002Q2,2002Q2,67.8160,A
001075,2002-09-30,2002,3,INDL,C,D,STD,PNW,USD,2002Q3,2002Q3,101.7270,A
001075,2002-12-31,2002,4,INDL,C,D,STD,PNW,USD,2002Q4,2002Q4,137.7210,A
001075,2003-03-31,2003,1,INDL,C,D,STD,PNW,USD,2003Q1,2003Q1,38.7830,A
001075,2003-06-30,2003,2,INDL,C,D,STD,PNW,USD,2003Q2,2003Q2,77.5560,A
001075,2003-09-30,2003,3,INDL,C,D,STD,PNW,USD,2003Q3,2003Q3,116.3460,A
001075,2003-12-31,2003,4,INDL,C,D,STD,PNW,USD,2003Q4,2003Q4,157.4170,A
001075,2004-03-31,2004,1,INDL,C,D,STD,PNW,USD,2004Q1,2004Q1,41.0800,A
001075,2004-06-30,2004,2,INDL,C,D,STD,PNW,USD,2004Q2,2004Q2,82.1920,A
001075,2004-09-30,2004,3,INDL,C,D,STD,PNW,USD,2004Q3,2004Q3,123.2850,A
001075,2004-12-31,2004,4,INDL,C,D,STD,PNW,USD,2004Q4,2004Q4,166.7720,A
001075,2005-03-31,2005,1,INDL,C,D,STD,PNW,USD,2005Q1,2005Q1,43.6660,A
001075,2005-06-30,2005,2,INDL,C,D,STD,PNW,USD,2005Q2,2005Q2,90.3640,A
001075,2005-09-30,2005,3,INDL,C,D,STD,PNW,USD,2005Q3,2005Q3,137.2340,A
001075,2005-12-31,2005,4,INDL,C,D,STD,PNW,USD,2005Q4,2005Q4,186.6770,A
001075,2006-03-31,2006,1,INDL,C,D,STD,PNW,USD,2006Q1,2006Q1,49.6080,A
001075,2006-06-30,2006,2,INDL,C,D,STD,PNW,USD,2006Q2,2006Q2,99.2270,A
001075,2006-09-30,2006,3,INDL,C,D,STD,PNW,USD,2006Q3,2006Q3,148.8760,A
001075,2006-12-31,2006,4,INDL,C,D,STD,PNW,USD,2006Q4,2006Q4,201.2200,A
001075,2007-03-31,2007,1,INDL,C,D,STD,PNW,USD,2007Q1,2007Q1,52.4950,A
001075,2007-06-30,2007,2,INDL,C,D,STD,PNW,USD,2007Q2,2007Q2,105.1100,A
001075,2007-09-30,2007,3,INDL,C,D,STD,PNW,USD,2007Q3,2007Q3,157.7720,A
001075,2007-12-31,2007,4,INDL,C,D,STD,PNW,USD,2007Q4,2007Q4,210.4730,A
001075,2008-03-31,2008,1,INDL,C,D,STD,PNW,USD,2008Q1,2008Q1,52.7590,A
001075,2008-06-30,2008,2,INDL,C,D,STD,PNW,USD,2008Q2,2008Q2,105.5920,A
001075,2008-09-30,2008,3,INDL,C,D,STD,PNW,USD,2008Q3,2008Q3,158.4770,A
001075,2008-12-31,2008,4,INDL,C,D,STD,PNW,USD,2008Q4,2008Q4,204.2470,A
001075,2009-03-31,2009,1,INDL,C,D,STD,PNW,USD,2009Q1,2009Q1,51.1960,A
001075,2009-06-30,2009,2,INDL,C,D,STD,PNW,USD,2009Q2,2009Q2,102.4390,A
001075,2009-09-30,2009,3,INDL,C,D,STD,PNW,USD,2009Q3,2009Q3,153.7400,A
001075,2009-12-31,2009,4,INDL,C,D,STD,PNW,USD,2009Q4,2009Q4,205.0760,A
001075,2010-03-31,2010,1,INDL,C,D,STD,PNW,USD,2010Q1,2010Q1,51.4210,A
001075,2010-06-30,2010,2,INDL,C,D,STD,PNW,USD,2010Q2,2010Q2,106.5220,A
001075,2010-09-30,2010,3,INDL,C,D,STD,PNW,USD,2010Q3,2010Q3,161.7220,A
001075,2010-12-31,2010,4,INDL,C,D,STD,PNW,USD,2010Q4,2010Q4,216.9790,A
001075,2011-03-31,2011,1,INDL,C,D,STD,PNW,USD,2011Q1,2011Q1,55.3000,A
001075,2011-06-30,2011,2,INDL,C,D,STD,PNW,USD,2011Q2,2011Q2,112.5370,A
001075,2011-09-30,2011,3,INDL,C,D,STD,PNW,USD,2011Q3,2011Q3,166.1970,A
001075,2011-12-31,2011,4,INDL,C,D,STD,PNW,USD,2011Q4,2011Q4,221.7280,A
001075,2012-03-31,2012,1,INDL,C,D,STD,PNW,USD,2012Q1,2012Q1,55.5950,A
001075,2012-06-30,2012,2,INDL,C,D,STD,PNW,USD,2012Q2,2012Q2,111.2970,A
001075,2012-09-30,2012,3,INDL,C,D,STD,PNW,USD,2012Q3,2012Q3,167.0740,A
001075,2012-12-31,2012,4,INDL,C,D,STD,PNW,USD,2012Q4,2012Q4,225.0750,A
001075,2013-03-31,2013,1,INDL,C,D,STD,PNW,USD,2013Q1,2013Q1,58.0670,A
001075,2013-06-30,2013,2,INDL,C,D,STD,PNW,USD,2013Q2,2013Q2,116.2310,A
001075,2013-09-30,2013,3,INDL,C,D,STD,PNW,USD,2013Q3,2013Q3,174.4850,A
001075,2013-12-31,2013,4,INDL,C,D,STD,PNW,USD,2013Q4,2013Q4,235.2440,A
001075,2014-03-31,2014,1,INDL,C,D,STD,PNW,USD,2014Q1,2014Q1,62.5200,A
001075,2014-06-30,2014,2,INDL,C,D,STD,PNW,USD,2014Q2,2014Q2,125.1380,A
001075,2014-09-30,2014,3,INDL,C,D,STD,PNW,USD,2014Q3,2014Q3,187.7780,A
001075,2014-12-31,2014,4,INDL,C,D,STD,PNW,USD,2014Q4,2014Q4,246.6710,A
001075,2015-03-31,2015,1,INDL,C,D,STD,PNW,USD,2015Q1,2015Q1,64.0610,A
001075,2015-06-30,2015,2,INDL,C,D,STD,PNW,USD,2015Q2,2015Q2,128.2410,A
001075,2015-09-30,2015,3,INDL,C,D,STD,PNW,USD,2015Q3,2015Q3,192.4660,A
001075,2015-12-31,2015,4,INDL,C,D,STD,PNW,USD,2015Q4,2015Q4,260.0270,A
001075,2016-03-31,2016,1,INDL,C,D,STD,PNW,USD,2016Q1,2016Q1,67.6110,A
001075,2016-06-30,2016,2,INDL,C,D,STD,PNW,USD,2016Q2,2016Q2,135.3350,A
001075,2016-09-30,2016,3,INDL,C,D,STD,PNW,USD,2016Q3,2016Q3,203.1150,A
001075,2016-12-31,2016,4,INDL,C,D,STD,PNW,USD,2016Q4,2016Q4,274.2290,A
001075,2017-03-31,2017,1,INDL,C,D,STD,PNW,USD,2017Q1,2017Q1,71.1770,A
001075,2017-06-30,2017,2,INDL,C,D,STD,PNW,USD,2017Q2,2017Q2,142.5200,A
001075,2017-09-30,2017,3,INDL,C,D,STD,PNW,USD,2017Q3,2017Q3,213.9270,A
001075,2017-12-31,2017,4,INDL,C,D,STD,PNW,USD,2017Q4,2017Q4,289.7930,A
001075,2018-03-31,2018,1,INDL,C,D,STD,PNW,USD,2018Q1,2018Q1,75.9030,A
001075,2018-06-30,2018,2,INDL,C,D,STD,PNW,USD,2018Q2,2018Q2,151.9420,A
001075,2018-09-30,2018,3,INDL,C,D,STD,PNW,USD,2018Q3,2018Q3,228.0370,A
001075,2018-12-31,2018,4,INDL,C,D,STD,PNW,USD,2018Q4,2018Q4,308.8920,A
001075,2019-03-31,2019,1,INDL,C,D,STD,PNW,USD,2019Q1,2019Q1,80.8970,A
001075,2019-06-30,2019,2,INDL,C,D,STD,PNW,USD,2019Q2,2019Q2,161.9790,A
001075,2019-09-30,2019,3,INDL,C,D,STD,PNW,USD,2019Q3,2019Q3,243.1160,A
001075,2019-12-31,2019,4,INDL,C,D,STD,PNW,USD,2019Q4,2019Q4,329.6430,A
001075,2020-03-31,2020,1,INDL,C,D,STD,PNW,USD,2020Q1,2020Q1,86.2570,A
001075,2020-06-30,2020,2,INDL,C,D,STD,PNW,USD,2020Q2,2020Q2,172.5660,A
001075,2020-09-30,2020,3,INDL,C,D,STD,PNW,USD,2020Q3,2020Q3,258.9240,A
001075,2020-12-31,2020,4,INDL,C,D,STD,PNW,USD,2020Q4,2020Q4,350.5770,A
001075,2021-03-31,2021,1,INDL,C,D,STD,PNW,USD,2021Q1,2021Q1,91.7210,A
001075,2021-06-30,2021,2,INDL,C,D,STD,PNW,USD,2021Q2,2021Q2,183.5000,A
001075,2021-09-30,2021,3,INDL,C,D,STD,PNW,USD,2021Q3,2021Q3,275.3290,A
001075,2021-12-31,2021,4,INDL,C,D,STD,PNW,USD,2021Q4,2021Q4,369.4780,A
001075,2022-03-31,2022,1,INDL,C,D,STD,PNW,USD,2022Q1,2022Q1,94.2650,A
001075,2022-06-30,2022,2,INDL,C,D,STD,PNW,USD,2022Q2,2022Q2,188.5420,A
001075,2022-09-30,2022,3,INDL,C,D,STD,PNW,USD,2022Q3,2022Q3,282.8380,A
001075,2022-12-31,2022,4,INDL,C,D,STD,PNW,USD,2022Q4,2022Q4,378.8810,A
001075,2023-03-31,2023,1,INDL,C,D,STD,PNW,USD,2023Q1,2023Q1,96.0780,A
001078,2000-03-31,2000,1,INDL,C,D,STD,ABT,USD,2000Q1,2000Q1,263.0620,A
001078,2000-06-30,2000,2,INDL,C,D,STD,ABT,USD,2000Q2,2000Q2,557.4620,A
001078,2000-09-30,2000,3,INDL,C,D,STD,ABT,USD,2000Q3,2000Q3,851.9490,A
001078,2000-12-31,2000,4,INDL,C,D,STD,ABT,USD,2000Q4,2000Q4,1145.8940,A
001078,2001-03-31,2001,1,INDL,C,D,STD,ABT,USD,2001Q1,2001Q1,288.8030,A
001078,2001-06-30,2001,2,INDL,C,D,STD,ABT,USD,2001Q2,2001Q2,619.0100,A
001078,2001-09-30,2001,3,INDL,C,D,STD,ABT,USD,2001Q3,2001Q3,944.7380,A
001078,2001-12-31,2001,4,INDL,C,D,STD,ABT,USD,2001Q4,2001Q4,1270.7820,A
001078,2002-03-31,2002,1,INDL,C,D,STD,ABT,USD,2002Q1,2002Q1,326.5980,A
001078,2002-06-30,2002,2,INDL,C,D,STD,ABT,USD,2002Q2,2002Q2,693.5210,A
001078,2002-09-30,2002,3,INDL,C,D,STD,ABT,USD,2002Q3,2002Q3,1060.6540,A
001078,2002-12-31,2002,4,INDL,C,D,STD,ABT,USD,2002Q4,2002Q4,1427.8500,A
001078,2003-03-31,2003,1,INDL,C,D,STD,ABT,USD,2003Q1,2003Q1,367.3530,A
001078,2003-06-30,2003,2,INDL,C,D,STD,ABT,USD,2003Q2,2003Q2,749.8160,A
001078,2003-09-30,2003,3,INDL,C,D,STD,ABT,USD,2003Q3,2003Q3,1132.6650,A
001078,2003-12-31,2003,4,INDL,C,D,STD,ABT,USD,2003Q4,2003Q4,1515.7030,A
001078,2004-03-31,2004,1,INDL,C,D,STD,ABT,USD,2004Q1,2004Q1,383.3780,A
001078,2004-06-30,2004,2,INDL,C,D,STD,ABT,USD,2004Q2,2004Q2,788.9090,A
001078,2004-09-30,2004,3,INDL,C,D,STD,ABT,USD,2004Q3,2004Q3,1194.8200,A
001078,2004-12-31,2004,4,INDL,C,D,STD,ABT,USD,2004Q4,2004Q4,1599.7700,A
001078,2005-03-31,2005,1,INDL,C,D,STD,ABT,USD,2005Q1,2005Q1,405.7400,A
001078,2005-06-30,2005,2,INDL,C,D,STD,ABT,USD,2005Q2,2005Q2,832.3190,A
001078,2005-09-30,2005,3,INDL,C,D,STD,ABT,USD,2005Q3,2005Q3,1259.8560,A
001078,2005-12-31,2005,4,INDL,C,D,STD,ABT,USD,2005Q4,2005Q4,1686.4720,A
001078,2006-03-31,2006,1,INDL,C,D,STD,ABT,USD,2006Q1,2006Q1,423.5510,A
001078,2006-06-30,2006,2,INDL,C,D,STD,ABT,USD,2006Q2,2006Q2,873.6160,A
001078,2006-09-30,2006,3,INDL,C,D,STD,ABT,USD,2006Q3,2006Q3,1324.3680,A
001078,2006-12-31,2006,4,INDL,C,D,STD,ABT,USD,2006Q4,2006Q4,1777.1700,A
001078,2007-03-31,2007,1,INDL,C,D,STD,ABT,USD,2007Q1,2007Q1,453.8070,A
001078,2007-06-30,2007,2,INDL,C,D,STD,ABT,USD,2007Q2,2007Q2,954.5590,A
001078,2007-09-30,2007,3,INDL,C,D,STD,ABT,USD,2007Q3,2007Q3,1456.8530,A
001078,2007-12-31,2007,4,INDL,C,D,STD,ABT,USD,2007Q4,2007Q4,1959.1500,A
001078,2008-03-31,2008,1,INDL,C,D,STD,ABT,USD,2008Q1,2008Q1,504.5500,A
001078,2008-06-30,2008,2,INDL,C,D,STD,ABT,USD,2008Q2,2008Q2,1060.1860,A
001078,2008-09-30,2008,3,INDL,C,D,STD,ABT,USD,2008Q3,2008Q3,1615.7430,A
001078,2008-12-31,2008,4,INDL,C,D,STD,ABT,USD,2008Q4,2008Q4,2174.2520,A
001078,2009-03-31,2009,1,INDL,C,D,STD,ABT,USD,2009Q1,2009Q1,559.0810,A
001078,2009-06-30,2009,2,INDL,C,D,STD,ABT,USD,2009Q2,2009Q2,1177.3080,A
001078,2009-09-30,2009,3,INDL,C,D,STD,ABT,USD,2009Q3,2009Q3,1795.6840,A
001078,2009-12-31,2009,4,INDL,C,D,STD,ABT,USD,2009Q4,2009Q4,2414.4600,A
001078,2010-03-31,2010,1,INDL,C,D,STD,ABT,USD,2010Q1,2010Q1,620.7520,A
001078,2010-06-30,2010,2,INDL,C,D,STD,ABT,USD,2010Q2,2010Q2,1299.9510,A
001078,2010-09-30,2010,3,INDL,C,D,STD,ABT,USD,2010Q3,2010Q3,1979.3740,A
001078,2010-12-31,2010,4,INDL,C,D,STD,ABT,USD,2010Q4,2010Q4,2671.4750,A
001078,2011-03-31,2011,1,INDL,C,D,STD,ABT,USD,2011Q1,2011Q1,683.9670,A
001078,2011-06-30,2011,2,INDL,C,D,STD,ABT,USD,2011Q2,2011Q2,1434.3760,A
001078,2011-09-30,2011,3,INDL,C,D,STD,ABT,USD,2011Q3,2011Q3,2186.0060,A
001078,2011-12-31,2011,4,INDL,C,D,STD,ABT,USD,2011Q4,2011Q4,2938.0960,A
001078,2012-03-31,2012,1,INDL,C,D,STD,ABT,USD,2012Q1,2012Q1,758.5480,A
001078,2012-06-30,2012,2,INDL,C,D,STD,ABT,USD,2012Q2,2012Q2,1565.5320,A
001078,2012-09-30,2012,3,INDL,C,D,STD,ABT,USD,2012Q3,2012Q3,2370.9370,A
001078,2012-12-31,2012,4,INDL,C,D,STD,ABT,USD,2012Q4,2012Q4,3182.8110,A
001078,2013-03-31,2013,1,INDL,C,D,STD,ABT,USD,2013Q1,2013Q1,223.5610,A
001078,2013-06-30,2013,2,INDL,C,D,STD,ABT,USD,2013Q2,2013Q2,444.0970,A
001078,2013-09-30,2013,3,INDL,C,D,STD,ABT,USD,2013Q3,2013Q3,663.7840,A
001078,2013-12-31,2013,4,INDL,C,D,STD,ABT,USD,2013Q4,2013Q4,882.0000,A
001078,2014-03-31,2014,1,INDL,C,D,STD,ABT,USD,2014Q1,2014Q1,343.0000,A
001078,2014-06-30,2014,2,INDL,C,D,STD,ABT,USD,2014Q2,2014Q2,676.0000,A
001078,2014-09-30,2014,3,INDL,C,D,STD,ABT,USD,2014Q3,2014Q3,1007.0000,A
001078,2014-12-31,2014,4,INDL,C,D,STD,ABT,USD,2014Q4,2014Q4,1342.0000,A
001078,2015-03-31,2015,1,INDL,C,D,STD,ABT,USD,2015Q1,2015Q1,364.0000,A
001078,2015-06-30,2015,2,INDL,C,D,STD,ABT,USD,2015Q2,2015Q2,724.0000,A
001078,2015-09-30,2015,3,INDL,C,D,STD,ABT,USD,2015Q3,2015Q3,1083.0000,A
001078,2015-12-31,2015,4,INDL,C,D,STD,ABT,USD,2015Q4,2015Q4,1443.0000,A
001078,2016-03-31,2016,1,INDL,C,D,STD,ABT,USD,2016Q1,2016Q1,385.0000,A
001078,2016-06-30,2016,2,INDL,C,D,STD,ABT,USD,2016Q2,2016Q2,769.0000,A
001078,2016-09-30,2016,3,INDL,C,D,STD,ABT,USD,2016Q3,2016Q3,1153.0000,A
001078,2016-12-31,2016,4,INDL,C,D,STD,ABT,USD,2016Q4,2016Q4,1539.0000,A
001078,2017-03-31,2017,1,INDL,C,D,STD,ABT,USD,2017Q1,2017Q1,460.0000,A
001078,2017-06-30,2017,2,INDL,C,D,STD,ABT,USD,2017Q2,2017Q2,922.0000,A
001078,2017-09-30,2017,3,INDL,C,D,STD,ABT,USD,2017Q3,2017Q3,1385.0000,A
001078,2017-12-31,2017,4,INDL,C,D,STD,ABT,USD,2017Q4,2017Q4,1849.0000,A
001078,2018-03-31,2018,1,INDL,C,D,STD,ABT,USD,2018Q1,2018Q1,491.0000,A
001078,2018-06-30,2018,2,INDL,C,D,STD,ABT,USD,2018Q2,2018Q2,985.0000,A
001078,2018-09-30,2018,3,INDL,C,D,STD,ABT,USD,2018Q3,2018Q3,1479.0000,A
001078,2018-12-31,2018,4,INDL,C,D,STD,ABT,USD,2018Q4,2018Q4,1974.0000,A
001078,2019-03-31,2019,1,INDL,C,D,STD,ABT,USD,2019Q1,2019Q1,565.0000,A
001078,2019-06-30,2019,2,INDL,C,D,STD,ABT,USD,2019Q2,2019Q2,1133.0000,A
001078,2019-09-30,2019,3,INDL,C,D,STD,ABT,USD,2019Q3,2019Q3,1702.0000,A
001078,2019-12-31,2019,4,INDL,C,D,STD,ABT,USD,2019Q4,2019Q4,2270.0000,A
001078,2020-03-31,2020,1,INDL,C,D,STD,ABT,USD,2020Q1,2020Q1,638.0000,A
