Quintile,Mispricing,Next 1M Return,Next 6M Return,Next 12M Return
1,-0.6441089032956823,0.008421022785951887,0.059725328010259385,0.12320374488551016
2,-0.357273526344619,0.011533072591320368,0.06601611306825612,0.14713315753876938
3,-0.10744124488099852,0.010565821547805053,0.06277549529860857,0.12135430110701763
4,0.21711082352839667,0.011903744344355144,0.06689432818760957,0.14739472929624922
5,1.6930144503568594,0.023501620170313355,0.12738741724923983,0.30388455580682067
