Quintile,Mispricing,Next 1M Return,Next 6M Return,Next 12M Return
1,-0.7346329603688988,0.009401732011076623,0.0564040299313433,0.111319041326027
2,-0.45480536330002475,0.01108469739878902,0.06791533784460176,0.13450711779439864
3,-0.1730755122571642,0.011747595208829299,0.07156788087738995,0.1541290823866797
4,0.23659771974610577,0.010262432871336238,0.05966777543493573,0.13941500693089776
5,1.3409360395984984,0.023400918336275674,0.12571741800166436,0.29295417355196424
