Quintile,Mispricing,Next 1M Return,Next 6M Return,Next 12M Return
1,-0.7017670136516158,0.0025423432100985955,0.010975864214920016,0.009847702364084618
2,-0.42377123469490935,0.007415637249070055,0.0508489933801406,0.09320372179464755
3,-0.19090438194509193,0.011746921371361116,0.0653077364194742,0.14303430443209927
4,0.11175151268383532,0.01442540843042655,0.08086330695910766,0.16562467858946917
5,1.3841818164529178,0.029352979916973644,0.1605465218211758,0.35582905471212706
