Quintile,Mispricing,Next 1M Return,Next 6M Return,Next 12M Return
1,-0.728276272462517,0.018758731174909206,0.1331911441186438,0.2750694909481124
2,-0.31752745256297676,0.01099113107796033,0.06972185779096761,0.1372036573673594
3,-0.0010802063068277227,0.010282256541065776,0.05152205621056257,0.10164954909067078
4,0.43665900152381554,0.010316951403290782,0.05942092781305019,0.1304824515739895
5,1.8041992860166425,0.0154728136362609,0.06373324434897609,0.17244723104502907
