DATE,NAEXKP01USQ657S
2000-01-01,0.364447361133725
2000-04-01,1.82058300835578
2000-07-01,0.0997741282595241
2000-10-01,0.594361755142064
2001-01-01,-0.324221003223429
2001-04-01,0.621389214865493
2001-07-01,-0.400349016050501
2001-10-01,0.277314358496468
2002-01-01,0.828227215584388
2002-04-01,0.615502455783584
2002-07-01,0.403528703998022
2002-10-01,0.130655767059086
2003-01-01,0.516723186916993
2003-04-01,0.893377801162669
2003-07-01,1.66689626971102
2003-10-01,1.15404572761781
2004-01-01,0.572916486069757
2004-04-01,0.778738758008885
2004-07-01,0.94124722465945
2004-10-01,1.02202736897206
2005-01-01,1.11088250769653
2005-04-01,0.486604478405317
2005-07-01,0.785621980272249
2005-10-01,0.567928238358024
2006-01-01,1.34866611990295
2006-04-01,0.245583730558364
2006-07-01,0.150456188109491
2006-10-01,0.843711696357362
2007-01-01,0.29359886061897
2007-04-01,0.638434530080716
2007-07-01,0.602306657450976
2007-10-01,0.609644002640442
2008-01-01,-0.407429473920007
2008-04-01,0.5722953445687
2008-07-01,-0.526892902215464
2008-10-01,-2.18309714809362
2009-01-01,-1.16572253067968
2009-04-01,-0.169238138663605
2009-07-01,0.361929990768899
2009-10-01,1.06796194983033
2010-01-01,0.500053481481919
2010-04-01,0.967704639326234
2010-07-01,0.773144150302696
2010-10-01,0.519595159237254
2011-01-01,-0.240916068103503
2011-04-01,0.678050751205879
2011-07-01,-0.0387671626575057
2011-10-01,1.12167818349858
2012-01-01,0.817922845099876
2012-04-01,0.455859986867717
2012-07-01,0.174882977601557
2012-10-01,0.109838067464187
2013-01-01,0.867789547691161
2013-04-01,0.139385219765724
2013-07-01,0.791653410795001
2013-10-01,0.711171001563569
2014-01-01,-0.3501097365127
2014-04-01,1.28412890717907
2014-07-01,1.16496164448544
2014-10-01,0.448993402488512
2015-01-01,0.813313626468573
2015-04-01,0.580001431659363
2015-07-01,0.323372672549564
2015-10-01,0.146234346576378
2016-01-01,0.589179868563511
2016-04-01,0.302388806672655
2016-07-01,0.601115379269187
2016-10-01,0.496888796060645
2017-01-01,0.42966311411722
2017-04-01,0.503792981355009
2017-07-01,0.827488715026437
2017-10-01,1.00566008572156
2018-01-01,0.692653861487788
2018-04-01,0.697342921161203
2018-07-01,0.722035913868455
2018-10-01,0.181783198361813
2019-01-01,0.542710609696171
2019-04-01,0.673008940447325
2019-07-01,0.889966472727943
2019-10-01,0.443046893899382
2020-01-01,-1.17515420080393
2020-04-01,-8.48433615446796
2020-07-01,7.85448311704572
2020-10-01,0.96321327890088
2021-01-01,1.54279199896936
2021-04-01,1.7070159048937
2021-07-01,0.656694491392036
2021-10-01,1.69569401981255
2022-01-01,-0.410338184983943
2022-04-01,-0.144633972706808
2022-07-01,0.80115520919519
2022-10-01,0.637397895940706
2023-01-01,0.264521361609929
